seqnames	start	end	cnv	n_cells
chr15	34200001	34300000	del	55
chr15	34200001	34300000	amp	219
chr15	34300001	34400000	del	55
chr15	34300001	34400000	amp	219
chr15	34400001	34500000	del	56
chr15	34400001	34500000	amp	219
chr15	34500001	34600000	del	57
chr15	34500001	34600000	amp	219
chr15	34600001	34700000	del	57
chr15	34600001	34700000	amp	219
chr15	34700001	34800000	del	57
chr15	34700001	34800000	amp	219
chr15	34800001	34900000	del	57
chr15	34800001	34900000	amp	220
chr15	34900001	35000000	del	57
chr15	34900001	35000000	amp	220
chr15	35000001	35100000	del	57
chr15	35000001	35100000	amp	220
chr15	35100001	35200000	del	57
chr15	35100001	35200000	amp	220
chr15	35200001	35300000	del	57
chr15	35200001	35300000	amp	220
chr15	35300001	35400000	del	56
chr15	35300001	35400000	amp	220
chr15	35400001	35500000	del	56
chr15	35400001	35500000	amp	221
chr15	35500001	35600000	del	56
chr15	35500001	35600000	amp	221
chr15	35600001	35700000	del	56
chr15	35600001	35700000	amp	222
chr15	35700001	35800000	del	56
chr15	35700001	35800000	amp	223
chr15	35800001	35900000	del	55
chr15	35800001	35900000	amp	224
chr15	35900001	36000000	del	55
chr15	35900001	36000000	amp	225
chr15	36000001	36100000	del	55
chr15	36000001	36100000	amp	227
chr15	36100001	36200000	del	55
chr15	36100001	36200000	amp	228
chr15	36200001	36300000	del	54
chr15	36200001	36300000	amp	229
chr15	36300001	36400000	del	54
chr15	36300001	36400000	amp	232
chr15	36400001	36500000	del	53
chr15	36400001	36500000	amp	243
chr15	36500001	36600000	del	52
chr15	36500001	36600000	amp	244
chr15	36600001	36700000	del	52
chr15	36600001	36700000	amp	247
chr15	36700001	36800000	del	51
chr15	36700001	36800000	amp	259
chr15	36800001	36900000	del	51
chr15	36800001	36900000	amp	262
chr15	36900001	37000000	amp	268
chr15	37000001	37100000	amp	268
chr15	37100001	37200000	amp	268
chr15	37200001	37300000	amp	267
chr15	37300001	37400000	amp	267
chr15	37400001	37500000	amp	268
chr15	37500001	37600000	amp	271
chr15	37600001	37700000	amp	276
chr15	37700001	37800000	amp	291
chr15	37800001	37900000	amp	303
chr15	37900001	38000000	amp	308
chr15	38000001	38100000	amp	319
chr15	38100001	38200000	amp	348
chr15	38200001	38300000	amp	352
chr15	38300001	38400000	amp	371
chr15	38400001	38500000	amp	371
chr15	38500001	38600000	amp	371
chr15	38600001	38700000	amp	372
chr15	38700001	38800000	amp	371
chr15	38800001	38900000	amp	371
chr15	38900001	39000000	amp	371
chr15	39000001	39100000	amp	370
chr15	39100001	39200000	amp	370
chr15	39200001	39300000	amp	375
chr15	39300001	39400000	amp	382
chr15	39400001	39500000	amp	388
chr15	39500001	39600000	amp	396
chr15	39600001	39700000	amp	416
chr15	39700001	39800000	amp	417
chr15	39800001	39900000	amp	419
chr15	39900001	40000000	amp	420
chr15	40000001	40100000	amp	419
chr15	40100001	40200000	amp	419
chr15	40200001	40300000	amp	418
chr15	40300001	40400000	amp	419
chr15	40400001	40500000	amp	419
chr15	40500001	40600000	amp	419
chr15	40600001	40700000	amp	419
chr15	40700001	40800000	amp	419
chr15	40800001	40900000	amp	419
chr15	40900001	41000000	amp	419
chr15	41000001	41100000	amp	419
chr15	41100001	41200000	amp	419
chr15	41200001	41300000	amp	419
chr15	41300001	41400000	amp	419
chr15	41400001	41500000	amp	419
chr15	41500001	41600000	amp	419
chr15	41600001	41700000	amp	420
chr15	41700001	41800000	amp	419
chr15	41800001	41900000	amp	419
chr15	41900001	42000000	amp	419
chr15	42000001	42100000	amp	419
chr15	42100001	42200000	amp	419
chr15	42200001	42300000	amp	419
chr15	42300001	42400000	amp	419
chr15	42400001	42500000	amp	419
chr15	42500001	42600000	amp	416
chr15	42600001	42700000	amp	416
chr15	42700001	42800000	amp	416
chr15	42800001	42900000	amp	416
chr15	42900001	43000000	amp	416
chr15	43000001	43100000	amp	416
chr15	43100001	43200000	amp	416
chr15	43200001	43300000	amp	416
chr15	43300001	43400000	amp	415
chr15	43400001	43500000	amp	415
chr15	43500001	43600000	amp	415
chr15	43600001	43700000	amp	415
chr15	43700001	43800000	amp	415
chr15	43800001	43900000	amp	413
chr15	43900001	44000000	amp	412
chr15	44000001	44100000	amp	412
chr15	44100001	44200000	amp	412
chr15	44200001	44300000	amp	413
chr15	44300001	44400000	amp	412
chr15	44400001	44500000	amp	412
chr15	44500001	44600000	amp	412
chr15	44600001	44700000	amp	412
chr15	44700001	44800000	amp	397
chr15	44800001	44900000	amp	392
chr15	44900001	45000000	amp	392
chr15	45000001	45100000	amp	392
chr15	45100001	45200000	amp	392
chr15	45200001	45300000	amp	391
chr15	45300001	45400000	amp	391
chr15	45400001	45500000	amp	390
chr15	45500001	45600000	amp	385
chr15	45600001	45700000	amp	339
chr15	45700001	45800000	amp	300
chr15	45800001	45900000	amp	294
chr15	45900001	46000000	amp	291
chr15	46000001	46100000	amp	291
chr15	46100001	46200000	amp	290
chr15	46200001	46300000	amp	288
chr15	46300001	46400000	amp	285
chr15	46400001	46500000	amp	283
chr15	46500001	46600000	amp	280
chr15	46600001	46700000	amp	279
chr15	46700001	46800000	amp	278
chr15	46800001	46900000	amp	277
chr15	46900001	47000000	amp	276
chr15	47000001	47100000	amp	276
chr15	47100001	47200000	amp	275
chr15	47200001	47300000	amp	274
chr15	47300001	47400000	amp	274
chr15	47400001	47500000	amp	274
chr15	47500001	47600000	amp	274
chr15	47600001	47700000	amp	274
chr15	47700001	47800000	amp	273
chr15	47800001	47900000	amp	273
chr15	47900001	48000000	amp	274
chr15	48000001	48100000	amp	274
chr15	48100001	48200000	amp	273
chr15	48200001	48300000	amp	273
chr15	48300001	48400000	amp	273
chr15	48400001	48500000	amp	273
chr15	48500001	48600000	amp	273
chr15	48600001	48700000	amp	273
chr15	48700001	48800000	amp	274
chr15	48800001	48900000	amp	275
chr15	48900001	49000000	amp	275
chr15	49000001	49100000	amp	275
chr15	49100001	49200000	amp	274
chr15	49200001	49300000	amp	274
chr15	49300001	49400000	amp	274
chr15	49400001	49500000	amp	274
chr15	49500001	49600000	amp	274
chr15	49600001	49700000	amp	274
chr15	49700001	49800000	amp	274
chr15	49800001	49900000	amp	273
chr15	49900001	50000000	amp	273
chr15	50000001	50100000	amp	273
chr15	50100001	50200000	amp	273
chr15	50200001	50300000	amp	273
chr15	50300001	50400000	amp	273
chr15	50400001	50500000	amp	272
chr15	50500001	50600000	amp	272
chr15	50600001	50700000	amp	272
chr15	50700001	50800000	amp	272
chr15	50800001	50900000	amp	272
chr15	50900001	51000000	amp	271
chr15	51000001	51100000	amp	270
chr15	51100001	51200000	amp	270
chr15	51200001	51300000	amp	270
chr15	51300001	51400000	amp	270
chr15	51400001	51500000	amp	270
chr15	51500001	51600000	amp	270
chr15	51600001	51700000	amp	270
chr15	51700001	51800000	amp	270
chr15	51800001	51900000	amp	270
chr15	51900001	52000000	amp	270
chr15	52000001	52100000	amp	270
chr15	52100001	52200000	amp	271
chr15	52200001	52300000	amp	271
chr15	52300001	52400000	amp	271
chr15	52400001	52500000	amp	271
chr15	52500001	52600000	amp	271
chr15	52600001	52700000	amp	271
chr15	52700001	52800000	amp	264
chr15	52800001	52900000	amp	264
chr15	52900001	53000000	amp	264
chr15	53000001	53100000	amp	264
chr15	53100001	53200000	amp	264
chr15	53200001	53300000	amp	263
chr15	53300001	53400000	amp	263
chr15	53400001	53500000	amp	262
chr15	53500001	53600000	amp	262
chr15	53600001	53700000	amp	262
chr15	53700001	53800000	amp	261
chr15	53800001	53900000	amp	261
chr15	53900001	54000000	amp	261
chr15	54000001	54100000	amp	261
chr15	54100001	54200000	amp	261
chr15	54200001	54300000	amp	261
chr15	54300001	54400000	amp	261
chr15	54400001	54500000	amp	261
chr15	54500001	54600000	amp	260
chr15	54600001	54700000	amp	260
chr15	54700001	54800000	amp	260
chr15	54800001	54900000	amp	260
chr15	55000001	55100000	amp	260
chr15	55100001	55200000	amp	261
chr15	55200001	55300000	amp	262
chr15	55300001	55400000	amp	262
chr15	55400001	55500000	amp	262
chr15	55500001	55600000	amp	261
chr15	55600001	55700000	amp	260
chr15	55700001	55800000	amp	260
chr15	55800001	55900000	amp	260
chr15	55900001	56000000	amp	260
chr15	56000001	56100000	amp	260
chr15	56100001	56200000	amp	260
chr15	56200001	56300000	amp	260
chr15	56400001	56500000	amp	260
chr15	56500001	56600000	amp	260
chr15	56600001	56700000	amp	259
chr15	56700001	56800000	amp	261
chr15	56800001	56900000	amp	261
chr15	56900001	57000000	amp	261
chr15	57000001	57100000	amp	261
chr15	57100001	57200000	amp	260
chr15	57200001	57300000	amp	260
chr15	57300001	57400000	amp	260
chr15	57400001	57500000	amp	260
chr15	57500001	57600000	amp	260
chr15	57600001	57700000	amp	260
chr15	57700001	57800000	amp	260
chr15	57800001	57900000	amp	260
chr15	57900001	58000000	amp	259
chr15	58000001	58100000	amp	259
chr15	58100001	58200000	amp	261
chr15	58200001	58300000	amp	261
chr15	58300001	58400000	amp	262
chr15	58400001	58500000	amp	262
chr15	58500001	58600000	amp	263
chr15	58600001	58700000	amp	263
chr15	58700001	58800000	amp	263
chr15	58800001	58900000	amp	263
chr15	58900001	59000000	amp	263
chr15	59000001	59100000	amp	263
chr15	59100001	59200000	amp	263
chr15	59200001	59300000	amp	263
chr15	59300001	59400000	amp	262
chr15	59400001	59500000	amp	261
chr15	59500001	59600000	amp	261
chr15	59600001	59700000	amp	260
chr15	59700001	59800000	amp	259
chr15	59800001	59900000	amp	257
chr15	59900001	60000000	amp	257
chr15	60000001	60100000	amp	257
chr15	60100001	60200000	amp	257
chr15	60200001	60300000	amp	257
chr15	60300001	60400000	amp	257
chr15	60400001	60500000	amp	257
chr15	60500001	60600000	amp	256
chr15	60600001	60700000	amp	256
chr15	60700001	60800000	amp	256
chr15	60800001	60900000	amp	255
chr15	60900001	61000000	amp	255
chr15	61000001	61100000	amp	257
chr15	61100001	61200000	amp	257
chr15	61200001	61300000	amp	257
chr15	61300001	61400000	amp	257
chr15	61400001	61500000	amp	257
chr15	61500001	61600000	amp	257
chr15	61600001	61700000	amp	257
chr15	61700001	61800000	amp	256
chr15	61800001	61900000	amp	256
chr15	61900001	62000000	amp	256
chr15	62000001	62100000	amp	256
chr15	62100001	62200000	amp	256
chr15	62200001	62300000	amp	255
chr15	62300001	62400000	amp	255
chr15	62400001	62500000	amp	255
chr15	62500001	62600000	amp	255
chr15	62600001	62700000	amp	256
chr15	62700001	62800000	amp	257
chr15	62800001	62900000	amp	257
chr15	62900001	63000000	amp	258
chr15	63000001	63100000	amp	261
chr15	63100001	63200000	amp	261
chr15	63200001	63300000	amp	261
chr15	63300001	63400000	amp	261
chr15	63400001	63500000	amp	262
chr15	63500001	63600000	amp	262
chr15	63600001	63700000	amp	262
chr15	63700001	63800000	amp	262
chr15	63800001	63900000	amp	262
chr15	63900001	64000000	amp	262
chr15	64000001	64100000	amp	262
chr15	64100001	64200000	amp	262
chr15	64200001	64300000	amp	261
chr15	64300001	64400000	amp	261
chr15	64400001	64500000	amp	261
chr15	64500001	64600000	amp	261
chr15	64600001	64700000	amp	261
chr15	64700001	64800000	amp	261
chr15	64800001	64900000	amp	261
chr15	64900001	65000000	amp	260
chr15	65000001	65100000	amp	260
chr15	65100001	65200000	amp	260
chr15	65200001	65300000	amp	260
chr15	65300001	65400000	amp	260
chr15	65400001	65500000	amp	260
chr15	65500001	65600000	amp	260
chr15	65600001	65700000	amp	260
chr15	65700001	65800000	amp	260
chr15	65800001	65900000	amp	260
chr15	65900001	66000000	amp	260
chr15	66000001	66100000	amp	260
chr15	66100001	66200000	amp	260
chr15	66200001	66300000	amp	260
chr15	66300001	66400000	amp	260
chr15	66400001	66500000	amp	259
chr15	66500001	66600000	amp	257
chr15	66600001	66700000	amp	257
chr15	66700001	66800000	amp	257
chr15	66800001	66900000	amp	257
chr15	66900001	67000000	amp	257
chr15	67000001	67100000	amp	257
chr15	67100001	67200000	amp	257
chr15	67200001	67300000	amp	257
chr15	67300001	67400000	amp	257
chr15	67400001	67500000	amp	257
chr15	67500001	67600000	amp	257
chr15	67600001	67700000	amp	257
chr15	67700001	67800000	amp	257
chr15	67800001	67900000	amp	257
chr15	67900001	68000000	amp	257
chr15	68000001	68100000	amp	257
chr15	68100001	68200000	amp	257
chr15	68200001	68300000	amp	257
chr15	68300001	68400000	amp	253
chr15	68400001	68500000	amp	252
chr15	68500001	68600000	amp	252
chr15	68600001	68700000	amp	252
chr15	68700001	68800000	amp	252
chr15	68800001	68900000	amp	251
chr15	68900001	69000000	amp	251
chr15	69000001	69100000	amp	251
chr15	69100001	69200000	amp	250
chr15	69200001	69300000	amp	250
chr15	69300001	69400000	amp	250
chr15	69400001	69500000	amp	250
chr15	69500001	69600000	amp	250
chr15	69600001	69700000	amp	250
chr15	69700001	69800000	amp	250
chr15	69800001	69900000	amp	250
chr15	69900001	70000000	amp	250
chr15	70000001	70100000	amp	250
chr15	70100001	70200000	amp	249
chr15	70200001	70300000	amp	249
chr15	70300001	70400000	amp	248
chr15	70400001	70500000	amp	248
chr15	70500001	70600000	amp	248
chr15	70600001	70700000	amp	248
chr15	70700001	70800000	amp	248
chr15	70800001	70900000	amp	248
chr15	70900001	71000000	amp	248
chr15	71000001	71100000	amp	248
chr15	71100001	71200000	amp	248
chr15	71200001	71300000	amp	248
chr15	71300001	71400000	amp	249
chr15	71400001	71500000	amp	249
chr15	71500001	71600000	amp	249
chr15	71600001	71700000	amp	249
chr15	71700001	71800000	amp	249
chr15	71800001	71900000	amp	249
chr15	71900001	72000000	amp	249
chr15	72000001	72100000	amp	249
chr15	72100001	72200000	amp	249
chr15	72200001	72300000	amp	249
chr15	72300001	72400000	amp	249
chr15	72400001	72500000	amp	249
chr15	72500001	72600000	amp	249
chr15	72700001	72800000	amp	249
chr15	72800001	72900000	amp	249
chr15	72900001	73000000	amp	249
chr15	73000001	73100000	amp	249
chr15	73100001	73200000	amp	249
chr15	73200001	73300000	amp	249
chr15	73300001	73400000	amp	249
chr15	73400001	73500000	amp	249
chr15	73500001	73600000	amp	249
chr15	73600001	73700000	amp	249
chr15	73700001	73800000	amp	249
chr15	73800001	73900000	amp	250
chr15	73900001	74000000	amp	250
chr15	74200001	74300000	amp	250
chr15	74300001	74400000	amp	250
chr15	74400001	74500000	amp	250
chr15	74500001	74600000	amp	250
chr15	74600001	74700000	amp	250
chr15	74700001	74800000	amp	250
chr15	74800001	74900000	amp	250
chr15	74900001	75000000	amp	250
chr15	75000001	75100000	amp	250
chr15	75100001	75200000	amp	250
chr15	75300001	75400000	amp	250
chr15	75400001	75500000	amp	250
chr15	75500001	75600000	amp	249
chr15	75600001	75700000	amp	249
chr15	75700001	75800000	amp	248
chr15	75800001	75900000	amp	248
chr15	75900001	76000000	amp	245
chr15	76000001	76100000	amp	244
chr15	76100001	76200000	amp	242
chr15	76200001	76300000	amp	241
chr15	76300001	76400000	amp	241
chr15	76400001	76500000	amp	240
chr15	76500001	76600000	amp	240
chr15	76600001	76700000	amp	240
chr15	76700001	76800000	amp	240
chr15	76800001	76900000	amp	239
chr15	76900001	77000000	amp	239
chr15	77000001	77100000	amp	237
chr15	77100001	77200000	amp	237
chr15	77200001	77300000	amp	237
chr15	77300001	77400000	amp	237
chr15	77400001	77500000	amp	237
chr15	77500001	77600000	amp	237
chr15	77800001	77900000	amp	237
chr15	77900001	78000000	amp	237
chr15	78000001	78100000	amp	237
chr15	78100001	78200000	amp	237
chr15	78200001	78300000	amp	236
chr15	78300001	78400000	amp	236
chr15	78400001	78500000	amp	236
chr15	78500001	78600000	amp	236
chr15	78600001	78700000	amp	233
chr15	78700001	78800000	amp	232
chr15	78800001	78900000	amp	231
chr15	78900001	79000000	amp	231
chr15	79000001	79100000	amp	231
chr15	79100001	79200000	amp	231
chr15	79200001	79300000	amp	231
chr15	79300001	79400000	amp	230
chr15	79400001	79500000	amp	231
chr15	79500001	79600000	amp	231
chr15	79600001	79700000	amp	231
chr15	79700001	79800000	amp	231
chr15	79800001	79900000	amp	232
chr15	79900001	80000000	amp	233
chr15	80000001	80100000	amp	233
chr15	80100001	80200000	amp	232
chr15	80200001	80300000	amp	232
chr15	80300001	80400000	amp	232
chr15	80400001	80500000	amp	232
chr15	80500001	80600000	amp	232
chr15	80600001	80700000	amp	232
chr15	80700001	80800000	amp	232
chr15	80800001	80900000	amp	232
chr15	80900001	81000000	amp	233
chr15	81000001	81100000	amp	233
chr15	81100001	81200000	amp	233
chr15	81200001	81300000	amp	233
chr15	81300001	81400000	amp	232
chr15	81400001	81500000	amp	225
chr15	81500001	81600000	amp	221
chr15	81600001	81700000	amp	216
chr15	81700001	81800000	amp	216
chr15	81800001	81900000	amp	216
chr15	81900001	82000000	amp	216
chr15	82000001	82100000	amp	216
chr15	82100001	82200000	amp	216
chr15	82200001	82300000	amp	216
chr15	82600001	82700000	amp	216
chr15	82700001	82800000	amp	216
chr15	82800001	82900000	amp	217
chr15	82900001	83000000	amp	217
chr15	83000001	83100000	amp	217
chr15	83100001	83200000	amp	219
chr15	83200001	83300000	amp	218
chr15	83300001	83400000	amp	218
chr15	83400001	83500000	amp	219
chr15	83500001	83600000	amp	218
chr15	83600001	83700000	amp	218
chr15	83700001	83800000	amp	218
chr15	83800001	83900000	amp	218
chr15	83900001	84000000	amp	218
chr15	84000001	84100000	amp	218
chr15	84100001	84200000	amp	218
chr15	84600001	84700000	amp	218
chr15	84700001	84800000	amp	218
chr15	84800001	84900000	amp	218
chr15	84900001	85000000	amp	218
chr15	85000001	85100000	amp	218
chr15	85100001	85200000	amp	218
chr15	85200001	85300000	amp	218
chr15	85300001	85400000	amp	219
chr15	85400001	85500000	amp	219
chr15	85500001	85600000	amp	217
chr15	85600001	85700000	amp	217
chr15	85700001	85800000	amp	217
chr15	85800001	85900000	amp	214
chr15	85900001	86000000	amp	212
chr15	86000001	86100000	amp	212
chr15	86100001	86200000	amp	212
chr15	86200001	86300000	amp	212
chr15	86300001	86400000	amp	211
chr15	86400001	86500000	amp	211
chr15	86500001	86600000	amp	211
chr15	86600001	86700000	amp	211
chr15	86700001	86800000	amp	213
chr15	86800001	86900000	amp	214
chr15	86900001	87000000	amp	214
chr15	87000001	87100000	amp	214
chr15	87100001	87200000	amp	214
chr15	87200001	87300000	amp	214
chr15	87300001	87400000	amp	215
chr15	87400001	87500000	amp	215
chr15	87500001	87600000	amp	215
chr15	87600001	87700000	amp	215
chr15	87700001	87800000	amp	215
chr15	87800001	87900000	amp	215
chr15	87900001	88000000	amp	215
chr15	88000001	88100000	amp	215
chr15	88100001	88200000	amp	215
chr15	88200001	88300000	amp	215
chr15	88300001	88400000	amp	214
chr15	88400001	88500000	amp	216
chr15	88500001	88600000	amp	216
chr15	88600001	88700000	amp	216
chr15	88700001	88800000	amp	216
chr15	88800001	88900000	amp	216
chr15	88900001	89000000	amp	218
chr15	89000001	89100000	amp	220
chr15	89100001	89200000	amp	220
chr15	89200001	89300000	amp	220
chr15	89300001	89400000	amp	220
chr15	89400001	89500000	amp	220
chr15	89500001	89600000	amp	220
chr15	89600001	89700000	amp	221
chr15	89700001	89800000	amp	222
chr15	89800001	89900000	amp	222
chr15	89900001	90000000	amp	222
chr15	90000001	90100000	amp	225
chr15	90100001	90200000	amp	225
chr15	90200001	90300000	amp	225
chr15	90300001	90400000	amp	225
chr15	90400001	90500000	amp	225
chr15	90500001	90600000	amp	225
chr15	90600001	90700000	amp	225
chr15	90700001	90800000	amp	225
chr15	90800001	90900000	amp	224
chr15	90900001	91000000	amp	222
chr15	91000001	91100000	amp	204
chr15	91100001	91200000	amp	167
chr15	91200001	91300000	amp	160
chr15	91300001	91400000	amp	150
chr15	91400001	91500000	amp	145
chr15	91500001	91600000	amp	144
chr15	91600001	91700000	amp	144
chr15	91700001	91800000	amp	144
chr15	91800001	91900000	amp	143
chr15	91900001	92000000	amp	143
chr15	92000001	92100000	amp	141
chr15	92100001	92200000	amp	139
chr15	92200001	92300000	amp	134
chr15	92300001	92400000	amp	134
chr15	92400001	92500000	amp	135
chr15	92500001	92600000	amp	136
chr15	92600001	92700000	amp	135
chr15	92700001	92800000	amp	135
chr15	92800001	92900000	amp	135
chr15	92900001	93000000	amp	135
chr15	93000001	93100000	amp	129
chr15	93100001	93200000	amp	123
chr15	93200001	93300000	amp	121
chr15	93300001	93400000	amp	121
chr15	93400001	93500000	amp	120
chr15	93500001	93600000	amp	120
chr15	93600001	93700000	amp	120
chr15	93700001	93800000	amp	120
chr15	93800001	93900000	amp	120
chr15	93900001	94000000	amp	120
chr15	94000001	94100000	amp	120
chr15	94100001	94200000	amp	120
chr15	94200001	94300000	amp	120
chr15	94300001	94400000	amp	119
chr15	94400001	94500000	amp	114
chr15	94500001	94600000	del	50
chr15	94500001	94600000	amp	109
chr15	94600001	94700000	del	51
chr15	94600001	94700000	amp	109
chr15	94700001	94800000	del	51
chr15	94700001	94800000	amp	110
chr15	94800001	94900000	del	51
chr15	94800001	94900000	amp	110
chr15	94900001	95000000	del	52
chr15	94900001	95000000	amp	110
chr15	95000001	95100000	del	52
chr15	95000001	95100000	amp	109
chr15	95100001	95200000	del	52
chr15	95100001	95200000	amp	109
chr15	95200001	95300000	del	52
chr15	95200001	95300000	amp	109
chr15	95300001	95400000	del	52
chr15	95300001	95400000	amp	109
chr15	95400001	95500000	del	52
chr15	95400001	95500000	amp	109
chr15	95500001	95600000	del	52
chr15	95500001	95600000	amp	109
chr15	95600001	95700000	del	52
chr15	95600001	95700000	amp	109
chr15	95700001	95800000	del	52
chr15	95700001	95800000	amp	109
chr15	95800001	95900000	del	52
chr15	95800001	95900000	amp	109
chr15	95900001	96000000	del	52
chr15	95900001	96000000	amp	108
chr15	96000001	96100000	del	52
chr15	96000001	96100000	amp	107
chr15	96100001	96200000	del	52
chr15	96100001	96200000	amp	107
chr15	96200001	96300000	del	53
chr15	96200001	96300000	amp	108
chr15	96300001	96400000	del	53
chr15	96300001	96400000	amp	108
chr15	96400001	96500000	del	53
chr15	96400001	96500000	amp	108
chr15	96500001	96600000	del	53
chr15	96500001	96600000	amp	108
chr15	96600001	96700000	del	53
chr15	96600001	96700000	amp	108
chr15	96700001	96800000	del	53
chr15	96700001	96800000	amp	108
chr15	96800001	96900000	del	54
chr15	96800001	96900000	amp	108
chr15	96900001	97000000	del	54
chr15	96900001	97000000	amp	109
chr15	97000001	97100000	del	54
chr15	97000001	97100000	amp	109
chr15	97100001	97200000	del	54
chr15	97100001	97200000	amp	109
chr15	97200001	97300000	del	54
chr15	97200001	97300000	amp	109
chr15	97300001	97400000	del	54
chr15	97300001	97400000	amp	109
chr15	97400001	97500000	del	54
chr15	97400001	97500000	amp	109
chr15	97500001	97600000	del	54
chr15	97500001	97600000	amp	109
chr15	97600001	97700000	del	52
chr15	97600001	97700000	amp	110
chr15	97700001	97800000	del	52
chr15	97700001	97800000	amp	110
chr15	97800001	97900000	del	50
chr15	97800001	97900000	amp	110
chr15	97900001	98000000	del	50
chr15	97900001	98000000	amp	110
chr15	98000001	98100000	del	50
chr15	98000001	98100000	amp	111
chr15	98100001	98200000	del	50
chr15	98100001	98200000	amp	111
chr15	98200001	98300000	del	50
chr15	98200001	98300000	amp	111
chr15	98300001	98400000	del	50
chr15	98300001	98400000	amp	111
chr15	98400001	98500000	amp	110
chr15	98500001	98600000	amp	113
chr15	98600001	98700000	amp	115
chr15	98700001	98800000	amp	116
chr15	98800001	98900000	amp	117
chr15	98900001	99000000	amp	118
chr15	99000001	99100000	amp	120
chr15	99100001	99200000	amp	122
chr15	99200001	99300000	amp	122
chr15	99300001	99400000	amp	123
chr15	99400001	99500000	amp	123
chr15	99500001	99600000	amp	123
chr15	99600001	99700000	amp	123
chr15	99700001	99800000	amp	124
chr15	99800001	99900000	amp	125
chr15	99900001	100000000	amp	127
chr15	100000001	100100000	amp	127
chr15	100100001	100200000	amp	129
chr15	100200001	100300000	amp	129
chr15	100300001	100400000	amp	133
chr15	100400001	100500000	amp	135
chr15	100500001	100600000	amp	146
chr15	100600001	100700000	amp	150
chr15	100700001	100800000	amp	151
chr15	100800001	100900000	amp	161
chr15	100900001	101000000	amp	179
chr15	101000001	101100000	amp	181
chr15	101100001	101200000	amp	181
chr15	101200001	101300000	amp	181
chr15	101300001	101400000	amp	181
chr15	101400001	101500000	amp	181
chr15	101500001	101600000	amp	181
chr15	101600001	101700000	amp	181
chr16	100001	200000	amp	60
chr16	200001	300000	amp	60
chr16	300001	400000	amp	60
chr16	400001	500000	amp	60
chr16	500001	600000	amp	60
chr16	600001	700000	amp	60
chr16	700001	800000	amp	60
chr16	800001	900000	amp	60
chr16	900001	1000000	amp	60
chr16	1000001	1100000	amp	60
chr16	1100001	1200000	amp	60
chr16	1200001	1300000	amp	60
chr16	1300001	1400000	amp	60
chr16	1400001	1500000	amp	60
chr16	1500001	1600000	amp	59
chr16	1600001	1700000	amp	59
chr16	1700001	1800000	amp	59
chr16	1800001	1900000	amp	59
chr16	1900001	2000000	amp	59
chr16	2000001	2100000	amp	59
chr16	2100001	2200000	amp	59
chr16	2200001	2300000	amp	59
chr16	2300001	2400000	amp	59
chr16	2400001	2500000	amp	58
chr16	2500001	2600000	amp	58
chr16	2600001	2700000	amp	58
chr16	2700001	2800000	amp	58
chr16	2800001	2900000	amp	58
chr16	2900001	3000000	amp	58
chr16	3000001	3100000	amp	58
chr16	3100001	3200000	amp	58
chr16	3200001	3300000	amp	58
chr16	3300001	3400000	amp	58
chr16	3400001	3500000	amp	58
chr16	3500001	3600000	amp	58
chr16	3600001	3700000	amp	58
chr16	3700001	3800000	amp	57
chr16	3800001	3900000	amp	56
chr16	3900001	4000000	amp	56
chr16	4000001	4100000	amp	56
chr16	4100001	4200000	amp	56
chr16	4200001	4300000	amp	56
chr16	4300001	4400000	amp	56
chr16	4400001	4500000	amp	56
chr16	4500001	4600000	amp	55
chr16	4800001	4900000	del	61
chr16	4900001	5000000	del	64
chr16	5000001	5100000	del	79
chr16	5100001	5200000	del	94
chr16	5200001	5300000	del	96
chr16	5300001	5400000	del	97
chr16	5400001	5500000	del	98
chr16	5500001	5600000	del	98
chr16	5600001	5700000	del	98
chr16	5700001	5800000	del	98
chr16	5800001	5900000	del	98
chr16	5900001	6000000	del	98
chr16	6000001	6100000	del	98
chr16	6100001	6200000	del	98
chr16	6200001	6300000	del	98
chr16	6300001	6400000	del	98
chr16	6400001	6500000	del	98
chr16	6500001	6600000	del	98
chr16	6600001	6700000	del	98
chr16	6700001	6800000	del	98
chr16	6800001	6900000	del	98
chr16	6900001	7000000	del	98
chr16	7000001	7100000	del	98
chr16	7100001	7200000	del	98
chr16	7200001	7300000	del	98
chr16	7300001	7400000	del	98
chr16	7400001	7500000	del	98
chr16	7500001	7600000	del	98
chr16	7600001	7700000	del	98
chr16	7700001	7800000	del	98
chr16	7800001	7900000	del	98
chr16	7900001	8000000	del	98
chr16	8000001	8100000	del	98
chr16	8100001	8200000	del	97
chr16	8200001	8300000	del	97
chr16	8300001	8400000	del	94
chr16	8400001	8500000	del	86
chr16	8500001	8600000	del	65
chr16	8600001	8700000	del	55
chr16	8700001	8800000	del	52
chr16	58700001	58800000	del	67
chr16	58800001	58900000	del	74
chr16	58900001	59000000	del	75
chr16	59000001	59100000	del	78
chr16	59100001	59200000	del	79
chr16	59200001	59300000	del	80
chr16	59300001	59400000	del	80
chr16	59400001	59500000	del	79
chr16	59500001	59600000	del	80
chr16	59600001	59700000	del	81
chr16	59700001	59800000	del	81
chr16	59800001	59900000	del	81
chr16	59900001	60000000	del	82
chr16	60000001	60100000	del	83
chr16	60100001	60200000	del	83
chr16	60200001	60300000	del	83
chr16	60300001	60400000	del	83
chr16	60400001	60500000	del	83
chr16	60500001	60600000	del	83
