"gene_name","bingrp"
"GJC3","chr7:99920001-100000000"
"AZGP1","chr7:99920001-100000000"
"AZGP1P1","chr7:99920001-100000000"
"LOC105375423","chr7:100000001-100080000"
"ZKSCAN1","chr7:100000001-100080000"
"ZSCAN21","chr7:100000001-100080000"
"ZNF3","chr7:100000001-100080000"
"COPS6","chr7:100080001-100160000"
"MCM7","chr7:100080001-100160000"
"MIR25","chr7:100080001-100160000"
"MIR93","chr7:100080001-100160000"
"MIR106B","chr7:100080001-100160000"
"AP4M1","chr7:100080001-100160000"
"TAF6","chr7:100080001-100160000"
"CNPY4","chr7:100080001-100160000"
"MBLAC1","chr7:100080001-100160000"
"LAMTOR4","chr7:100080001-100160000"
"MAP11","chr7:100080001-100160000"
"MIR4658","chr7:100080001-100160000"
"GAL3ST4","chr7:100160001-100240000"
"GPC2","chr7:100160001-100240000"
"STAG3","chr7:100160001-100240000"
"CASTOR3","chr7:100160001-100240000"
"PVRIG","chr7:100160001-100240000"
"SPDYE3","chr7:100240001-100320000"
"PMS2P1","chr7:100320001-100400000"
"STAG3L5P-PVRIG2P-PILRB","chr7:100320001-100400000"
"STAG3L5P","chr7:100320001-100400000"
"PVRIG2P","chr7:100320001-100400000"
"MIR6840","chr7:100320001-100400000"
"PILRB","chr7:100320001-100400000"
"PILRA","chr7:100320001-100400000"
"ZCWPW1","chr7:100400001-100480000"
"MEPCE","chr7:100400001-100480000"
"PPP1R35","chr7:100400001-100480000"
"C7orf61","chr7:100400001-100480000"
"TSC22D4","chr7:100400001-100480000"
"NYAP1","chr7:100480001-100560000"
"AGFG2","chr7:100480001-100560000"
"SAP25","chr7:100560001-100640000"
"LRCH4","chr7:100560001-100640000"
"ZASP","chr7:100560001-100640000"
"FBXO24","chr7:100560001-100640000"
"PCOLCE-AS1","chr7:100560001-100640000"
"PCOLCE","chr7:100560001-100640000"
"MOSPD3","chr7:100560001-100640000"
"TFR2","chr7:100560001-100640000"
"ACTL6B","chr7:100640001-100720000"
"LOC105375429","chr7:100640001-100720000"
"GNB2","chr7:100640001-100720000"
"GIGYF1","chr7:100640001-100720000"
"POP7","chr7:100640001-100720000"
"EPO","chr7:100720001-100800000"
"ZAN","chr7:100720001-100800000"
"EPHB4","chr7:100800001-100880000"
"SLC12A9","chr7:100800001-100880000"
"SLC12A9-AS1","chr7:100800001-100880000"
"TRIP6","chr7:100800001-100880000"
"MIR6875","chr7:100800001-100880000"
"SRRT","chr7:100880001-100960000"
"UFSP1","chr7:100880001-100960000"
"ACHE","chr7:100880001-100960000"
"MUC3A","chr7:100880001-100960000"
"MUC12","chr7:100960001-101040000"
"MUC12-AS1","chr7:100960001-101040000"
"MUC17","chr7:100960001-101040000"
"TRIM56","chr7:101040001-101120000"
"SERPINE1","chr7:101120001-101200000"
"AP1S1","chr7:101120001-101200000"
"MIR4653","chr7:101120001-101200000"
"VGF","chr7:101120001-101200000"
"NAT16","chr7:101120001-101200000"
"MOGAT3","chr7:101120001-101200000"
"PLOD3","chr7:101200001-101280000"
"ZNHIT1","chr7:101200001-101280000"
"CLDN15","chr7:101200001-101280000"
"FIS1","chr7:101200001-101280000"
"LNCPRESS1","chr7:101280001-101360000"
"EMSLR","chr7:101280001-101360000"
"IFT22","chr7:101280001-101360000"
"LINC01007","chr7:101520001-101600000"
"MYL10","chr7:101600001-101680000"
"SH2B2","chr7:102240001-102320000"
"MIR4285","chr7:102240001-102320000"
"SPDYE6","chr7:102320001-102400000"
"LOC100630923","chr7:102320001-102400000"
"LOC100289561","chr7:102320001-102400000"
"PRKRIP1","chr7:102400001-102480000"
"MIR548O","chr7:102400001-102480000"
"ORAI2","chr7:102400001-102480000"
"ALKBH4","chr7:102400001-102480000"
"LRWD1","chr7:102400001-102480000"
"MIR5090","chr7:102400001-102480000"
"MIR4467","chr7:102400001-102480000"
"POLR2J","chr7:102400001-102480000"
"RASA4B","chr7:102480001-102560000"
"POLR2J3","chr7:102480001-102560000"
"UPK3BL2","chr7:102480001-102560000"
"SPDYE2B","chr7:102480001-102560000"
"RASA4","chr7:102560001-102640000"
"POLR2J2","chr7:102640001-102720000"
"UPK3BL1","chr7:102560001-102640000"
"RASA4DP","chr7:102640001-102720000"
"FAM185A","chr7:102720001-102800000"
"LRRC17","chr7:102880001-102960000"
"NFE4","chr7:102960001-103040000"
"ARMC10","chr7:103040001-103120000"
"NAPEPLD","chr7:103120001-103200000"
"RPL19P12","chr7:103120001-103200000"
"DPY19L2P2","chr7:103200001-103280000"
"PMPCB","chr7:103280001-103360000"
"DNAJC2","chr7:103280001-103360000"
"PSMC2","chr7:103280001-103360000"
"SLC26A5","chr7:103360001-103440000"
"LOC101927870","chr7:103440001-103520000"
"ORC5","chr7:104160001-104240000"
"LHFPL3-AS1","chr7:104800001-104880000"
"LHFPL3-AS2","chr7:104880001-104960000"
"LINC01004","chr7:104960001-105040000"
"KMT2E-AS1","chr7:104960001-105040000"
"KMT2E","chr7:105040001-105120000"
"PUS7","chr7:105440001-105520000"
"RINT1","chr7:105520001-105600000"
"EFCAB10","chr7:105520001-105600000"
"CDHR3","chr7:105920001-106000000"
"SYPL1","chr7:106080001-106160000"
"NAMPT","chr7:106240001-106320000"
"CCDC71L","chr7:106640001-106720000"
"PIK3CG","chr7:106880001-106960000"
"PRKAR2B","chr7:107040001-107120000"
"HBP1","chr7:107120001-107200000"
"GPR22","chr7:107440001-107520000"
"DUS4L","chr7:107520001-107600000"
"DUS4L-BCAP29","chr7:107520001-107600000"
"BCAP29","chr7:107600001-107680000"
"SLC26A4-AS1","chr7:107600001-107680000"
"SLC26A4","chr7:107680001-107760000"
"LOC101927974","chr7:107680001-107760000"
"CBLL1","chr7:107680001-107760000"
"SLC26A3","chr7:107760001-107840000"
"DLD","chr7:107840001-107920000"
"LAMB1","chr7:107920001-108000000"
"LAMB4","chr7:108000001-108080000"
"PNPLA8","chr7:108480001-108560000"
"THAP5","chr7:108560001-108640000"
"DNAJB9","chr7:108560001-108640000"
"C7orf66","chr7:108880001-108960000"
"EIF3IP1","chr7:109920001-110000000"
"LRRN3","chr7:111040001-111120000"
"DOCK4-AS1","chr7:111760001-111840000"
"ZNF277","chr7:112240001-112320000"
"IFRD1","chr7:112400001-112480000"
"LSMEM1","chr7:112480001-112560000"
"LOC100996249","chr7:112560001-112640000"
"LOC101928012","chr7:112640001-112720000"
"TMEM168","chr7:112720001-112800000"
"BMT2","chr7:112800001-112880000"
"HRAT17","chr7:112960001-113040000"
"GPR85","chr7:113040001-113120000"
"SMIM30","chr7:113040001-113120000"
"PPP1R3A","chr7:113840001-113920000"
"MIR3666","chr7:114640001-114720000"
"MDFIC","chr7:114960001-115040000"
"LINC01393","chr7:115040001-115120000"
"LINC01392","chr7:115120001-115200000"
"SNORA25B","chr7:115520001-115600000"
"TFEC","chr7:115920001-116000000"
"TES","chr7:116160001-116240000"
"LOC102724434","chr7:116240001-116320000"
"CAV2","chr7:116480001-116560000"
"CAV1","chr7:116480001-116560000"
"LINC01510","chr7:116560001-116640000"
"MET","chr7:116720001-116800000"
"CAPZA2","chr7:116880001-116960000"
"ST7-AS1","chr7:116880001-116960000"
"ST7-OT4","chr7:116880001-116960000"
"MIR6132","chr7:116960001-117040000"
"ST7-AS2","chr7:117120001-117200000"
"ST7-OT3","chr7:117120001-117200000"
"WNT2","chr7:117280001-117360000"
"ASZ1","chr7:117360001-117440000"
"CFTR-AS1","chr7:117520001-117600000"
"LSM8","chr7:118160001-118240000"
"ANKRD7","chr7:118160001-118240000"
"TSPAN12","chr7:120800001-120880000"
"ING3","chr7:120960001-121040000"
"WNT16","chr7:121280001-121360000"
"FAM3C","chr7:121360001-121440000"
"AASS","chr7:122080001-122160000"
"FEZF1","chr7:122240001-122320000"
"FEZF1-AS1","chr7:122240001-122320000"
"RNF133","chr7:122640001-122720000"
"RNF148","chr7:122640001-122720000"
"TAS2R16","chr7:122960001-123040000"
"SLC13A1","chr7:123120001-123200000"
"IQUB","chr7:123440001-123520000"
"NDUFA5","chr7:123520001-123600000"
"ASB15","chr7:123600001-123680000"
"ASB15-AS1","chr7:123600001-123680000"
"LMOD2","chr7:123600001-123680000"
"WASL","chr7:123680001-123760000"
"HYAL6P","chr7:123760001-123840000"
"HYAL4","chr7:123840001-123920000"
"SPAM1","chr7:123920001-124000000"
"LOC105375483","chr7:124000001-124080000"
"TMEM229A","chr7:124000001-124080000"
"LOC101928211","chr7:124320001-124400000"
"GPR37","chr7:124720001-124800000"
"C7orf77","chr7:124720001-124800000"
"POT1","chr7:124800001-124880000"
"LOC101928254","chr7:125200001-125280000"
"MIR592","chr7:127040001-127120000"
"GRM8-AS1","chr7:127200001-127280000"
"ZNF800","chr7:127360001-127440000"
"LOC100506682","chr7:127440001-127520000"
"GCC1","chr7:127520001-127600000"
"ARF5","chr7:127520001-127600000"
"FSCN3","chr7:127520001-127600000"
"PAX4","chr7:127600001-127680000"
"SND1-IT1","chr7:127920001-128000000"
"LRRC4","chr7:128000001-128080000"
"MIR593","chr7:128080001-128160000"
"MIR129-1","chr7:128160001-128240000"
"LEP","chr7:128240001-128320000"
"RBM28","chr7:128320001-128400000"
"PRRT4","chr7:128320001-128400000"
"LOC107986845","chr7:128320001-128400000"
"IMPDH1","chr7:128400001-128480000"
"HILPDA","chr7:128400001-128480000"
"METTL2B","chr7:128480001-128560000"
"LINC01000","chr7:128640001-128720000"
"FAM71F2","chr7:128640001-128720000"
"FAM71F1","chr7:128720001-128800000"
"CALU","chr7:128720001-128800000"
"OPN1SW","chr7:128720001-128800000"
"CCDC136","chr7:128800001-128880000"
"FLNC","chr7:128800001-128880000"
"FLNC-AS1","chr7:128800001-128880000"
"ATP6V1F","chr7:128800001-128880000"
"ATP6V1FNB","chr7:128800001-128880000"
"KCP","chr7:128880001-128960000"
"IRF5","chr7:128880001-128960000"
"TNPO3","chr7:128960001-129040000"
"TPI1P2","chr7:129040001-129120000"
"LOC407835","chr7:129120001-129200000"
"TSPAN33","chr7:129120001-129200000"
"SMO","chr7:129200001-129280000"
"STRIP2","chr7:129440001-129520000"
"SMKR1","chr7:129440001-129520000"
"NRF1","chr7:129680001-129760000"
"MIR182","chr7:129760001-129840000"
"MIR96","chr7:129760001-129840000"
"MIR183","chr7:129760001-129840000"
"UBE2H","chr7:129840001-129920000"
"ZC3HC1","chr7:130000001-130080000"
"KLHDC10","chr7:130080001-130160000"
"LOC100128325","chr7:130080001-130160000"
"TMEM209","chr7:130160001-130240000"
"SSMEM1","chr7:130160001-130240000"
"CPA2","chr7:130240001-130320000"
"CPA4","chr7:130240001-130320000"
"CPA5","chr7:130320001-130400000"
"LOC105375504","chr7:130320001-130400000"
"CPA1","chr7:130320001-130400000"
"CEP41","chr7:130400001-130480000"
"MEST","chr7:130480001-130560000"
"MESTIT1","chr7:130480001-130560000"
"MIR335","chr7:130480001-130560000"
"COPG2IT1","chr7:130480001-130560000"
"TSGA13","chr7:130640001-130720000"
"KLF14","chr7:130720001-130800000"
"MIR29A","chr7:130800001-130880000"
"MIR29B1","chr7:130800001-130880000"
"LINC00513","chr7:130880001-130960000"
"MKLN1-AS","chr7:131280001-131360000"
"PODXL","chr7:131520001-131600000"
"LOC101928782","chr7:131920001-132000000"
"LOC101928807","chr7:132240001-132320000"
"FLJ40288","chr7:132640001-132720000"
"LOC100506937","chr7:132720001-132800000"
"MIR3654","chr7:132960001-133040000"
"LOC105375512","chr7:133040001-133120000"
"MIR6133","chr7:133280001-133360000"
"LOC101928861","chr7:133760001-133840000"
"LRGUK","chr7:134160001-134240000"
"SLC35B4","chr7:134240001-134320000"
"AKR1B1","chr7:134400001-134480000"
"AKR1B10","chr7:134480001-134560000"
"AKR1B15","chr7:134560001-134640000"
"BPGM","chr7:134640001-134720000"
"AGBL3","chr7:135040001-135120000"
"CYREN","chr7:135120001-135200000"
"TMEM140","chr7:135120001-135200000"
"WDR91","chr7:135120001-135200000"
"MIR6509","chr7:135200001-135280000"
"STRA8","chr7:135200001-135280000"
"CNOT4","chr7:135360001-135440000"
"NUP205","chr7:135600001-135680000"
"STMP1","chr7:135600001-135680000"
"SLC13A4","chr7:135680001-135760000"
"FAM180A","chr7:135680001-135760000"
"LUZP6","chr7:135920001-136000000"
"CHRM2","chr7:136880001-136960000"
"MIR490","chr7:136880001-136960000"
"PTN","chr7:137280001-137360000"
"CREB3L2","chr7:137920001-138000000"
"CREB3L2-AS1","chr7:137920001-138000000"
"AKR1D1","chr7:138080001-138160000"
"MIR4468","chr7:138080001-138160000"
"TRIM24","chr7:138480001-138560000"
"SVOPL","chr7:138640001-138720000"
"ATP6V0A4","chr7:138720001-138800000"
"TMEM213","chr7:138800001-138880000"
"KIAA1549","chr7:138880001-138960000"
"ZC3HAV1L","chr7:138960001-139040000"
"ZC3HAV1","chr7:139040001-139120000"
"MIR10399","chr7:139040001-139120000"
"TTC26","chr7:139120001-139200000"
"UBN2","chr7:139200001-139280000"
"LUC7L2","chr7:139360001-139440000"
"FMC1","chr7:139280001-139360000"
"FMC1-LUC7L2","chr7:139360001-139440000"
"LOC100129148","chr7:139360001-139440000"
"KLRG2","chr7:139440001-139520000"
"CLEC2L","chr7:139520001-139600000"
"PARP12","chr7:140000001-140080000"
"KDM7A","chr7:140080001-140160000"
"KDM7A-DT","chr7:140160001-140240000"
"SLC37A3","chr7:140320001-140400000"
"RAB19","chr7:140400001-140480000"
"MKRN1","chr7:140400001-140480000"
"DENND2A","chr7:140560001-140640000"
"ADCK2","chr7:140640001-140720000"
"NDUFB2-AS1","chr7:140640001-140720000"
"NDUFB2","chr7:140640001-140720000"
"MRPS33","chr7:140960001-141040000"
"AGK","chr7:141600001-141680000"
"DENND11","chr7:141600001-141680000"
"WEE2-AS1","chr7:141680001-141760000"
"WEE2","chr7:141680001-141760000"
"SSBP1","chr7:141680001-141760000"
"TAS2R3","chr7:141760001-141840000"
"TAS2R4","chr7:141760001-141840000"
"TAS2R5","chr7:141760001-141840000"
"PRSS37","chr7:141760001-141840000"
"OR9A4","chr7:141840001-141920000"
"CLEC5A","chr7:141920001-142000000"
"TAS2R38","chr7:141920001-142000000"
"MGAM","chr7:142000001-142080000"
"MGAM2","chr7:142160001-142240000"
"MOXD2P","chr7:142240001-142320000"
"PRSS58","chr7:142240001-142320000"
"TRY2P","chr7:142240001-142320000"
"MIR11400","chr7:142400001-142480000"
"MTRNR2L6","chr7:142640001-142720000"
"PRSS1","chr7:142720001-142800000"
"PRSS2","chr7:142720001-142800000"
"EPHB6","chr7:142800001-142880000"
"TRPV6","chr7:142800001-142880000"
"TRPV5","chr7:142880001-142960000"
"LLCFC1","chr7:142880001-142960000"
"KEL","chr7:142880001-142960000"
"OR9A2","chr7:142960001-143040000"
"OR6V1","chr7:143040001-143120000"
"OR6W1P","chr7:143040001-143120000"
"PIP","chr7:143120001-143200000"
"TAS2R39","chr7:143120001-143200000"
"TAS2R40","chr7:143200001-143280000"
"LOC105375545","chr7:143200001-143280000"
"GSTK1","chr7:143200001-143280000"
"TMEM139","chr7:143280001-143360000"
"CASP2","chr7:143280001-143360000"
"CLCN1","chr7:143280001-143360000"
"FAM131B","chr7:143360001-143440000"
"LOC100507507","chr7:143360001-143440000"
"ZYX","chr7:143360001-143440000"
"MIR6892","chr7:143360001-143440000"
"EPHA1","chr7:143360001-143440000"
"EPHA1-AS1","chr7:143440001-143520000"
"TAS2R60","chr7:143440001-143520000"
"TAS2R41","chr7:143440001-143520000"
"OR10AC1","chr7:143440001-143520000"
"CTAGE15","chr7:143520001-143600000"
"CTAGE6","chr7:143680001-143760000"
"TCAF2P1","chr7:143760001-143840000"
"LOC154761","chr7:143760001-143840000"
"TCAF1","chr7:143840001-143920000"
"OR2F2","chr7:143920001-144000000"
"OR2F1","chr7:143920001-144000000"
"OR6B1","chr7:144000001-144080000"
"OR2A5","chr7:144000001-144080000"
"OR2A25","chr7:144000001-144080000"
"OR2A12","chr7:144080001-144160000"
"OR2A2","chr7:144080001-144160000"
"OR2A14","chr7:144080001-144160000"
"CTAGE8","chr7:144160001-144240000"
"CTAGE4","chr7:144160001-144240000"
"ARHGEF35","chr7:144160001-144240000"
"OR2A1","chr7:144160001-144240000"
"OR2A1-AS1","chr7:144240001-144320000"
"OR2A9P","chr7:144240001-144320000"
"OR2A20P","chr7:144240001-144320000"
"ARHGEF35-AS1","chr7:144240001-144320000"
"OR2A7","chr7:144240001-144320000"
"ARHGEF34P","chr7:144240001-144320000"
"OR2A42","chr7:144240001-144320000"
"ARHGEF5","chr7:144320001-144400000"
"NOBOX","chr7:144400001-144480000"
"CNTNAP2-AS1","chr7:147040001-147120000"
"MIR548F4","chr7:147360001-147440000"
"LOC105375556","chr7:147600001-147680000"
"C7orf33","chr7:148560001-148640000"
"CUL1","chr7:148720001-148800000"
"EZH2","chr7:148800001-148880000"
"RNY5","chr7:148880001-148960000"
"RNY4","chr7:148960001-149040000"
"RNY3","chr7:148960001-149040000"
"RNY1","chr7:148960001-149040000"
"GHET1","chr7:148960001-149040000"
"PDIA4","chr7:148960001-149040000"
"ZNF786","chr7:149040001-149120000"
"ZNF425","chr7:149040001-149120000"
"ZNF398","chr7:149120001-149200000"
"ZNF282","chr7:149200001-149280000"
"ZNF212","chr7:149200001-149280000"
"ZNF783","chr7:149200001-149280000"
"LOC155060","chr7:149280001-149360000"
"ZNF777","chr7:149440001-149520000"
"ZNF746","chr7:149440001-149520000"
"ZNF767P","chr7:149520001-149600000"
"KRBA1","chr7:149680001-149760000"
"ZNF467","chr7:149760001-149840000"
"SSPO","chr7:149760001-149840000"
"ZNF862","chr7:149840001-149920000"
"ATP6V0E2-AS1","chr7:149840001-149920000"
"ATP6V0E2","chr7:149840001-149920000"
"LOC100134040","chr7:150000001-150080000"
"LRRC61","chr7:150320001-150400000"
"ZBED6CL","chr7:150320001-150400000"
"RARRES2","chr7:150320001-150400000"
"REPIN1","chr7:150320001-150400000"
"ZNF775","chr7:150320001-150400000"
"LOC728743","chr7:150400001-150480000"
"LINC00996","chr7:150400001-150480000"
"GIMAP8","chr7:150400001-150480000"
"GIMAP7","chr7:150480001-150560000"
"GIMAP4","chr7:150560001-150640000"
"GIMAP6","chr7:150560001-150640000"
"GIMAP2","chr7:150640001-150720000"
"GIMAP1-GIMAP5","chr7:150720001-150800000"
"GIMAP1","chr7:150720001-150800000"
"GIMAP5","chr7:150720001-150800000"
"TMEM176B","chr7:150720001-150800000"
"TMEM176A","chr7:150800001-150880000"
"AOC1","chr7:150800001-150880000"
"KCNH2","chr7:150960001-151040000"
"NOS3","chr7:150960001-151040000"
"ATG9B","chr7:150960001-151040000"
"ABCB8","chr7:150960001-151040000"
"ASIC3","chr7:151040001-151120000"
"CDK5","chr7:151040001-151120000"
"SLC4A2","chr7:151040001-151120000"
"FASTK","chr7:151040001-151120000"
"TMUB1","chr7:151040001-151120000"
"AGAP3","chr7:151040001-151120000"
"GBX1","chr7:151120001-151200000"
"ASB10","chr7:151120001-151200000"
"IQCA1L","chr7:151120001-151200000"
"H2BE1","chr7:151200001-151280000"
"LOC114483834","chr7:151200001-151280000"
"ABCF2","chr7:151200001-151280000"
"CHPF2","chr7:151200001-151280000"
"MIR671","chr7:151200001-151280000"
"SMARCD3","chr7:151200001-151280000"
"NUB1","chr7:151360001-151440000"
"WDR86","chr7:151360001-151440000"
"WDR86-AS1","chr7:151360001-151440000"
"CRYGN","chr7:151360001-151440000"
"MIR3907","chr7:151360001-151440000"
"RHEB","chr7:151440001-151520000"
"LOC644090","chr7:151760001-151840000"
"PRKAG2-AS1","chr7:151840001-151920000"
"GALNTL5","chr7:151920001-152000000"
"GALNT11","chr7:152000001-152080000"
"FABP5P3","chr7:152400001-152480000"
"LINC01003","chr7:152400001-152480000"
"XRCC2","chr7:152640001-152720000"
"ACTR3B","chr7:152800001-152880000"
"LINC01287","chr7:153360001-153440000"
"LOC101929998","chr7:154000001-154080000"
"PAXIP1-AS2","chr7:154880001-154960000"
"PAXIP1","chr7:154960001-155040000"
"PAXIP1-AS1","chr7:154960001-155040000"
"HTR5A-AS1","chr7:155040001-155120000"
"HTR5A","chr7:155040001-155120000"
"INSIG1","chr7:155280001-155360000"
"BLACE","chr7:155360001-155440000"
"LOC100286906","chr7:155360001-155440000"
"EN2","chr7:155440001-155520000"
"CNPY1","chr7:155520001-155600000"
"LOC100506302","chr7:155600001-155680000"
"RBM33","chr7:155680001-155760000"
"SHH","chr7:155760001-155840000"
"LOC389602","chr7:155920001-156000000"
"LOC285889","chr7:156400001-156480000"
"LINC00244","chr7:156480001-156560000"
"RNF32","chr7:156640001-156720000"
"NOM1","chr7:156960001-157040000"
"MNX1","chr7:156960001-157040000"
"MNX1-AS2","chr7:156960001-157040000"
"MNX1-AS1","chr7:156960001-157040000"
"UBE3C","chr7:157200001-157280000"
"DNAJB6","chr7:157360001-157440000"
"LOC101927914","chr7:157440001-157520000"
"MIR153-2","chr7:157520001-157600000"
"LOC100506585","chr7:157840001-157920000"
"MIR595","chr7:158480001-158560000"
"LINC01022","chr7:158560001-158640000"
"MIR5707","chr7:158560001-158640000"
"NCAPG2","chr7:158640001-158720000"
"ESYT2","chr7:158720001-158800000"
"WDR60","chr7:158880001-158960000"
"LINC00689","chr7:158960001-159040000"
"VIPR2","chr7:159040001-159120000"
