"gene_name","bingrp"
"SLC12A9","chr7:100800001-100850000"
"SLC12A9-AS1","chr7:100800001-100850000"
"TRIP6","chr7:100850001-100900000"
"MIR6875","chr7:100850001-100900000"
"SRRT","chr7:100850001-100900000"
"UFSP1","chr7:100850001-100900000"
"ACHE","chr7:100850001-100900000"
"MUC3A","chr7:100950001-101000000"
"MUC12","chr7:100950001-101000000"
"MUC12-AS1","chr7:101000001-101050000"
"MUC17","chr7:101000001-101050000"
"TRIM56","chr7:101050001-101100000"
"SERPINE1","chr7:101100001-101150000"
"AP1S1","chr7:101150001-101200000"
"MIR4653","chr7:101150001-101200000"
"VGF","chr7:101150001-101200000"
"NAT16","chr7:101150001-101200000"
"MOGAT3","chr7:101150001-101200000"
"PLOD3","chr7:101200001-101250000"
"ZNHIT1","chr7:101200001-101250000"
"CLDN15","chr7:101200001-101250000"
"FIS1","chr7:101200001-101250000"
"LNCPRESS1","chr7:101300001-101350000"
"EMSLR","chr7:101300001-101350000"
"IFT22","chr7:101300001-101350000"
"LINC01007","chr7:101550001-101600000"
"MYL10","chr7:101600001-101650000"
"SH2B2","chr7:102300001-102350000"
"MIR4285","chr7:102250001-102300000"
"SPDYE6","chr7:102350001-102400000"
"LOC100630923","chr7:102350001-102400000"
"LOC100289561","chr7:102350001-102400000"
"PRKRIP1","chr7:102400001-102450000"
"MIR548O","chr7:102400001-102450000"
"ORAI2","chr7:102400001-102450000"
"ALKBH4","chr7:102450001-102500000"
"LRWD1","chr7:102450001-102500000"
"MIR5090","chr7:102450001-102500000"
"MIR4467","chr7:102450001-102500000"
"POLR2J","chr7:102450001-102500000"
"RASA4B","chr7:102450001-102500000"
"POLR2J3","chr7:102550001-102600000"
"UPK3BL2","chr7:102500001-102550000"
"SPDYE2B","chr7:102550001-102600000"
"RASA4","chr7:102550001-102600000"
"POLR2J2","chr7:102650001-102700000"
"UPK3BL1","chr7:102600001-102650000"
"RASA4DP","chr7:102700001-102750000"
"LRRC17","chr7:102900001-102950000"
"NFE4","chr7:102950001-103000000"
"ARMC10","chr7:103050001-103100000"
"NAPEPLD","chr7:103100001-103150000"
"RPL19P12","chr7:103100001-103150000"
"PMPCB","chr7:103300001-103350000"
"DNAJC2","chr7:103300001-103350000"
"PSMC2","chr7:103350001-103400000"
"SLC26A5","chr7:103350001-103400000"
"LOC101927870","chr7:103450001-103500000"
"ORC5","chr7:104150001-104200000"
"LHFPL3-AS1","chr7:104800001-104850000"
"LHFPL3-AS2","chr7:104900001-104950000"
"LINC01004","chr7:104950001-105000000"
"KMT2E-AS1","chr7:105000001-105050000"
"PUS7","chr7:105450001-105500000"
"RINT1","chr7:105500001-105550000"
"EFCAB10","chr7:105550001-105600000"
"CDHR3","chr7:105950001-106000000"
"SYPL1","chr7:106100001-106150000"
"NAMPT","chr7:106250001-106300000"
"CCDC71L","chr7:106650001-106700000"
"PIK3CG","chr7:106850001-106900000"
"HBP1","chr7:107150001-107200000"
"GPR22","chr7:107450001-107500000"
"DUS4L","chr7:107550001-107600000"
"DUS4L-BCAP29","chr7:107550001-107600000"
"BCAP29","chr7:107600001-107650000"
"SLC26A4-AS1","chr7:107650001-107700000"
"SLC26A4","chr7:107650001-107700000"
"LOC101927974","chr7:107700001-107750000"
"CBLL1","chr7:107750001-107800000"
"SLC26A3","chr7:107750001-107800000"
"DLD","chr7:107900001-107950000"
"LAMB1","chr7:107950001-108000000"
"PNPLA8","chr7:108450001-108500000"
"THAP5","chr7:108550001-108600000"
"DNAJB9","chr7:108550001-108600000"
"C7orf66","chr7:108850001-108900000"
"EIF3IP1","chr7:109950001-110000000"
"LRRN3","chr7:111100001-111150000"
"DOCK4-AS1","chr7:111800001-111850000"
"IFRD1","chr7:112450001-112500000"
"LSMEM1","chr7:112450001-112500000"
"LOC100996249","chr7:112600001-112650000"
"LOC101928012","chr7:112650001-112700000"
"TMEM168","chr7:112750001-112800000"
"HRAT17","chr7:112950001-113000000"
"GPR85","chr7:113050001-113100000"
"SMIM30","chr7:113100001-113150000"
"PPP1R3A","chr7:113850001-113900000"
"MIR3666","chr7:114650001-114700000"
"MDFIC","chr7:114950001-115000000"
"LINC01393","chr7:115100001-115150000"
"SNORA25B","chr7:115550001-115600000"
"TFEC","chr7:115950001-116000000"
"TES","chr7:116200001-116250000"
"LOC102724434","chr7:116250001-116300000"
"CAV2","chr7:116500001-116550000"
"CAV1","chr7:116500001-116550000"
"LINC01510","chr7:116550001-116600000"
"CAPZA2","chr7:116850001-116900000"
"ST7-AS1","chr7:116950001-117000000"
"ST7-OT4","chr7:116950001-117000000"
"MIR6132","chr7:117000001-117050000"
"ST7-AS2","chr7:117100001-117150000"
"ST7-OT3","chr7:117150001-117200000"
"WNT2","chr7:117250001-117300000"
"ASZ1","chr7:117350001-117400000"
"CFTR-AS1","chr7:117550001-117600000"
"LSM8","chr7:118150001-118200000"
"ANKRD7","chr7:118200001-118250000"
"TSPAN12","chr7:120800001-120850000"
"ING3","chr7:120950001-121000000"
"WNT16","chr7:121300001-121350000"
"FAM3C","chr7:121350001-121400000"
"AASS","chr7:122100001-122150000"
"FEZF1","chr7:122300001-122350000"
"FEZF1-AS1","chr7:122300001-122350000"
"RNF133","chr7:122650001-122700000"
"RNF148","chr7:122700001-122750000"
"TAS2R16","chr7:122950001-123000000"
"SLC13A1","chr7:123150001-123200000"
"IQUB","chr7:123450001-123500000"
"NDUFA5","chr7:123550001-123600000"
"ASB15","chr7:123600001-123650000"
"ASB15-AS1","chr7:123600001-123650000"
"LMOD2","chr7:123650001-123700000"
"WASL","chr7:123700001-123750000"
"HYAL6P","chr7:123800001-123850000"
"HYAL4","chr7:123850001-123900000"
"SPAM1","chr7:123900001-123950000"
"LOC105375483","chr7:124000001-124050000"
"TMEM229A","chr7:124000001-124050000"
"LOC101928211","chr7:124300001-124350000"
"GPR37","chr7:124750001-124800000"
"C7orf77","chr7:124750001-124800000"
"LOC101928254","chr7:125200001-125250000"
"MIR592","chr7:127050001-127100000"
"GRM8-AS1","chr7:127200001-127250000"
"ZNF800","chr7:127350001-127400000"
"LOC100506682","chr7:127450001-127500000"
"GCC1","chr7:127550001-127600000"
"ARF5","chr7:127550001-127600000"
"FSCN3","chr7:127550001-127600000"
"PAX4","chr7:127600001-127650000"
"SND1-IT1","chr7:127950001-128000000"
"LRRC4","chr7:128000001-128050000"
"MIR593","chr7:128050001-128100000"
"MIR129-1","chr7:128200001-128250000"
"LEP","chr7:128200001-128250000"
"RBM28","chr7:128300001-128350000"
"PRRT4","chr7:128350001-128400000"
"LOC107986845","chr7:128350001-128400000"
"IMPDH1","chr7:128400001-128450000"
"HILPDA","chr7:128450001-128500000"
"METTL2B","chr7:128450001-128500000"
"LINC01000","chr7:128650001-128700000"
"FAM71F2","chr7:128650001-128700000"
"FAM71F1","chr7:128700001-128750000"
"CALU","chr7:128750001-128800000"
"OPN1SW","chr7:128750001-128800000"
"CCDC136","chr7:128800001-128850000"
"FLNC","chr7:128800001-128850000"
"FLNC-AS1","chr7:128850001-128900000"
"ATP6V1F","chr7:128850001-128900000"
"ATP6V1FNB","chr7:128850001-128900000"
"KCP","chr7:128850001-128900000"
"IRF5","chr7:128900001-128950000"
"TPI1P2","chr7:129050001-129100000"
"LOC407835","chr7:129100001-129150000"
"TSPAN33","chr7:129150001-129200000"
"SMO","chr7:129200001-129250000"
"STRIP2","chr7:129450001-129500000"
"SMKR1","chr7:129500001-129550000"
"MIR182","chr7:129750001-129800000"
"MIR96","chr7:129750001-129800000"
"MIR183","chr7:129750001-129800000"
"ZC3HC1","chr7:130000001-130050000"
"KLHDC10","chr7:130100001-130150000"
"LOC100128325","chr7:130100001-130150000"
"TMEM209","chr7:130150001-130200000"
"SSMEM1","chr7:130200001-130250000"
"CPA2","chr7:130250001-130300000"
"CPA4","chr7:130300001-130350000"
"CPA5","chr7:130350001-130400000"
"LOC105375504","chr7:130350001-130400000"
"CPA1","chr7:130350001-130400000"
"CEP41","chr7:130400001-130450000"
"MEST","chr7:130450001-130500000"
"MESTIT1","chr7:130450001-130500000"
"MIR335","chr7:130450001-130500000"
"COPG2IT1","chr7:130500001-130550000"
"TSGA13","chr7:130650001-130700000"
"KLF14","chr7:130700001-130750000"
"MIR29A","chr7:130850001-130900000"
"MIR29B1","chr7:130850001-130900000"
"LINC00513","chr7:130900001-130950000"
"MKLN1-AS","chr7:131300001-131350000"
"PODXL","chr7:131500001-131550000"
"LOC101928782","chr7:131900001-131950000"
"LOC101928807","chr7:132250001-132300000"
"FLJ40288","chr7:132650001-132700000"
"LOC100506937","chr7:132750001-132800000"
"MIR3654","chr7:133000001-133050000"
"LOC105375512","chr7:133100001-133150000"
"MIR6133","chr7:133250001-133300000"
"LOC101928861","chr7:133800001-133850000"
"SLC35B4","chr7:134300001-134350000"
"AKR1B1","chr7:134450001-134500000"
"AKR1B10","chr7:134500001-134550000"
"AKR1B15","chr7:134550001-134600000"
"BPGM","chr7:134650001-134700000"
"CYREN","chr7:135100001-135150000"
"TMEM140","chr7:135150001-135200000"
"WDR91","chr7:135150001-135200000"
"MIR6509","chr7:135200001-135250000"
"STRA8","chr7:135200001-135250000"
"NUP205","chr7:135600001-135650000"
"STMP1","chr7:135650001-135700000"
"SLC13A4","chr7:135700001-135750000"
"FAM180A","chr7:135700001-135750000"
"LUZP6","chr7:135950001-136000000"
"MIR490","chr7:136900001-136950000"
"CREB3L2-AS1","chr7:137950001-138000000"
"AKR1D1","chr7:138050001-138100000"
"MIR4468","chr7:138100001-138150000"
"ATP6V0A4","chr7:138750001-138800000"
"TMEM213","chr7:138800001-138850000"
"ZC3HAV1L","chr7:139000001-139050000"
"ZC3HAV1","chr7:139050001-139100000"
"MIR10399","chr7:139000001-139050000"
"TTC26","chr7:139150001-139200000"
"UBN2","chr7:139250001-139300000"
"LUC7L2","chr7:139350001-139400000"
"FMC1","chr7:139300001-139350000"
"FMC1-LUC7L2","chr7:139350001-139400000"
"LOC100129148","chr7:139400001-139450000"
"KLRG2","chr7:139450001-139500000"
"CLEC2L","chr7:139500001-139550000"
"PARP12","chr7:140000001-140050000"
"KDM7A","chr7:140100001-140150000"
"KDM7A-DT","chr7:140150001-140200000"
"SLC37A3","chr7:140350001-140400000"
"RAB19","chr7:140400001-140450000"
"MKRN1","chr7:140450001-140500000"
"ADCK2","chr7:140650001-140700000"
"NDUFB2-AS1","chr7:140650001-140700000"
"NDUFB2","chr7:140700001-140750000"
"MRPS33","chr7:141000001-141050000"
"DENND11","chr7:141650001-141700000"
"WEE2-AS1","chr7:141700001-141750000"
"WEE2","chr7:141700001-141750000"
"SSBP1","chr7:141700001-141750000"
"TAS2R3","chr7:141750001-141800000"
"TAS2R4","chr7:141750001-141800000"
"TAS2R5","chr7:141750001-141800000"
"PRSS37","chr7:141800001-141850000"
"OR9A4","chr7:141900001-141950000"
"CLEC5A","chr7:141900001-141950000"
"TAS2R38","chr7:141950001-142000000"
"MOXD2P","chr7:142200001-142250000"
"PRSS58","chr7:142250001-142300000"
"TRY2P","chr7:142250001-142300000"
"MIR11400","chr7:142450001-142500000"
"MTRNR2L6","chr7:142650001-142700000"
"PRSS1","chr7:142750001-142800000"
"PRSS2","chr7:142750001-142800000"
"EPHB6","chr7:142850001-142900000"
"TRPV6","chr7:142850001-142900000"
"TRPV5","chr7:142900001-142950000"
"LLCFC1","chr7:142900001-142950000"
"KEL","chr7:142950001-143000000"
"OR9A2","chr7:143000001-143050000"
"OR6V1","chr7:143050001-143100000"
"OR6W1P","chr7:143050001-143100000"
"PIP","chr7:143100001-143150000"
"TAS2R39","chr7:143150001-143200000"
"TAS2R40","chr7:143200001-143250000"
"LOC105375545","chr7:143250001-143300000"
"GSTK1","chr7:143250001-143300000"
"TMEM139","chr7:143250001-143300000"
"CASP2","chr7:143250001-143300000"
"CLCN1","chr7:143300001-143350000"
"FAM131B","chr7:143350001-143400000"
"LOC100507507","chr7:143350001-143400000"
"ZYX","chr7:143350001-143400000"
"MIR6892","chr7:143350001-143400000"
"EPHA1","chr7:143350001-143400000"
"TAS2R60","chr7:143400001-143450000"
"TAS2R41","chr7:143450001-143500000"
"OR10AC1","chr7:143500001-143550000"
"CTAGE15","chr7:143550001-143600000"
"CTAGE6","chr7:143750001-143800000"
"TCAF2P1","chr7:143800001-143850000"
"LOC154761","chr7:143800001-143850000"
"TCAF1","chr7:143850001-143900000"
"OR2F2","chr7:143900001-143950000"
"OR2F1","chr7:143950001-144000000"
"OR6B1","chr7:144000001-144050000"
"OR2A5","chr7:144050001-144100000"
"OR2A25","chr7:144050001-144100000"
"OR2A12","chr7:144050001-144100000"
"OR2A2","chr7:144100001-144150000"
"OR2A14","chr7:144100001-144150000"
"CTAGE8","chr7:144150001-144200000"
"CTAGE4","chr7:144150001-144200000"
"ARHGEF35","chr7:144150001-144200000"
"OR2A1","chr7:144200001-144250000"
"OR2A9P","chr7:144250001-144300000"
"OR2A20P","chr7:144250001-144300000"
"OR2A7","chr7:144250001-144300000"
"ARHGEF34P","chr7:144250001-144300000"
"OR2A42","chr7:144300001-144350000"
"ARHGEF5","chr7:144350001-144400000"
"NOBOX","chr7:144400001-144450000"
"CNTNAP2-AS1","chr7:147050001-147100000"
"MIR548F4","chr7:147350001-147400000"
"LOC105375556","chr7:147650001-147700000"
"C7orf33","chr7:148600001-148650000"
"EZH2","chr7:148800001-148850000"
"RNY5","chr7:148900001-148950000"
"RNY4","chr7:148950001-149000000"
"RNY3","chr7:148950001-149000000"
"RNY1","chr7:148950001-149000000"
"GHET1","chr7:148950001-149000000"
"PDIA4","chr7:149000001-149050000"
"ZNF786","chr7:149050001-149100000"
"ZNF425","chr7:149100001-149150000"
"ZNF398","chr7:149150001-149200000"
"ZNF282","chr7:149200001-149250000"
"ZNF212","chr7:149200001-149250000"
"ZNF783","chr7:149250001-149300000"
"LOC155060","chr7:149250001-149300000"
"ZNF777","chr7:149400001-149450000"
"ZNF746","chr7:149450001-149500000"
"ZNF767P","chr7:149550001-149600000"
"KRBA1","chr7:149700001-149750000"
"ZNF467","chr7:149750001-149800000"
"SSPO","chr7:149800001-149850000"
"ZNF862","chr7:149850001-149900000"
"ATP6V0E2-AS1","chr7:149850001-149900000"
"ATP6V0E2","chr7:149850001-149900000"
"LOC100134040","chr7:150000001-150050000"
"LRRC61","chr7:150300001-150350000"
"ZBED6CL","chr7:150300001-150350000"
"RARRES2","chr7:150300001-150350000"
"REPIN1","chr7:150350001-150400000"
"ZNF775","chr7:150350001-150400000"
"LOC728743","chr7:150400001-150450000"
"LINC00996","chr7:150400001-150450000"
"GIMAP8","chr7:150450001-150500000"
"GIMAP7","chr7:150500001-150550000"
"GIMAP4","chr7:150550001-150600000"
"GIMAP6","chr7:150600001-150650000"
"GIMAP2","chr7:150650001-150700000"
"GIMAP1-GIMAP5","chr7:150700001-150750000"
"GIMAP1","chr7:150700001-150750000"
"GIMAP5","chr7:150700001-150750000"
"TMEM176B","chr7:150750001-150800000"
"TMEM176A","chr7:150800001-150850000"
"AOC1","chr7:150850001-150900000"
"KCNH2","chr7:150950001-151000000"
"NOS3","chr7:151000001-151050000"
"ATG9B","chr7:151000001-151050000"
"ABCB8","chr7:151000001-151050000"
"ASIC3","chr7:151050001-151100000"
"CDK5","chr7:151050001-151100000"
"SLC4A2","chr7:151050001-151100000"
"FASTK","chr7:151050001-151100000"
"TMUB1","chr7:151050001-151100000"
"AGAP3","chr7:151100001-151150000"
"GBX1","chr7:151150001-151200000"
"ASB10","chr7:151150001-151200000"
"IQCA1L","chr7:151150001-151200000"
"H2BE1","chr7:151200001-151250000"
"LOC114483834","chr7:151200001-151250000"
"ABCF2","chr7:151200001-151250000"
"CHPF2","chr7:151200001-151250000"
"MIR671","chr7:151200001-151250000"
"SMARCD3","chr7:151250001-151300000"
"NUB1","chr7:151350001-151400000"
"WDR86","chr7:151350001-151400000"
"WDR86-AS1","chr7:151400001-151450000"
"CRYGN","chr7:151400001-151450000"
"MIR3907","chr7:151400001-151450000"
"RHEB","chr7:151450001-151500000"
"LOC644090","chr7:151800001-151850000"
"PRKAG2-AS1","chr7:151850001-151900000"
"GALNTL5","chr7:151950001-152000000"
"GALNT11","chr7:152050001-152100000"
"FABP5P3","chr7:152400001-152450000"
"LINC01003","chr7:152450001-152500000"
"XRCC2","chr7:152650001-152700000"
"ACTR3B","chr7:152800001-152850000"
"LINC01287","chr7:153400001-153450000"
"LOC101929998","chr7:154050001-154100000"
"PAXIP1-AS2","chr7:154900001-154950000"
"PAXIP1","chr7:154950001-155000000"
"PAXIP1-AS1","chr7:155000001-155050000"
"HTR5A-AS1","chr7:155050001-155100000"
"HTR5A","chr7:155050001-155100000"
"INSIG1","chr7:155300001-155350000"
"BLACE","chr7:155350001-155400000"
"LOC100286906","chr7:155350001-155400000"
"EN2","chr7:155450001-155500000"
"CNPY1","chr7:155500001-155550000"
"LOC100506302","chr7:155600001-155650000"
"SHH","chr7:155800001-155850000"
"LOC389602","chr7:155950001-156000000"
"LOC285889","chr7:156400001-156450000"
"LINC00244","chr7:156500001-156550000"
"RNF32","chr7:156650001-156700000"
"NOM1","chr7:156950001-157000000"
"MNX1","chr7:157000001-157050000"
"MNX1-AS2","chr7:157000001-157050000"
"MNX1-AS1","chr7:157000001-157050000"
"DNAJB6","chr7:157350001-157400000"
"LOC101927914","chr7:157450001-157500000"
"MIR153-2","chr7:157550001-157600000"
"LOC100506585","chr7:157850001-157900000"
"MIR595","chr7:158500001-158550000"
"LINC01022","chr7:158550001-158600000"
"MIR5707","chr7:158550001-158600000"
"NCAPG2","chr7:158650001-158700000"
"ESYT2","chr7:158750001-158800000"
"LINC00689","chr7:159000001-159050000"
