"gene_name","bingrp"
"LOC105375401","chr7:93500001-94000000"
"GNGT1","chr7:93500001-94000000"
"GNG11","chr7:93500001-94000000"
"BET1","chr7:93500001-94000000"
"COL1A2-AS1","chr7:94000001-94500000"
"COL1A2","chr7:94000001-94500000"
"CASD1","chr7:94500001-95000000"
"SGCE","chr7:94500001-95000000"
"PEG10","chr7:94500001-95000000"
"PPP1R9A","chr7:95000001-95500000"
"PON1","chr7:95000001-95500000"
"PON3","chr7:95000001-95500000"
"PON2","chr7:95000001-95500000"
"ASB4","chr7:95500001-96000000"
"PDK4","chr7:95500001-96000000"
"DYNC1I1","chr7:95500001-96000000"
"SLC25A13","chr7:96000001-96500000"
"MIR591","chr7:96000001-96500000"
"SEM1","chr7:96500001-97000000"
"DLX6-AS1","chr7:96500001-97000000"
"DLX6","chr7:97000001-97500000"
"DLX5","chr7:97000001-97500000"
"SDHAF3","chr7:97000001-97500000"
"TAC1","chr7:97500001-98000000"
"ASNS","chr7:97500001-98000000"
"CZ1P-ASNS","chr7:97500001-98000000"
"MIR5692A1","chr7:97500001-98000000"
"MIR5692A2","chr7:97500001-98000000"
"MIR5692C2","chr7:97500001-98000000"
"CCZ1P-OR7E38P","chr7:97500001-98000000"
"OCM2","chr7:97500001-98000000"
"LMTK2","chr7:98000001-98500000"
"BHLHA15","chr7:98000001-98500000"
"TECPR1","chr7:98000001-98500000"
"BRI3","chr7:98000001-98500000"
"BAIAP2L1","chr7:98000001-98500000"
"NPTX2","chr7:98500001-99000000"
"TMEM130","chr7:98500001-99000000"
"TRRAP","chr7:98500001-99000000"
"MIR3609","chr7:98500001-99000000"
"SCARNA28","chr7:98500001-99000000"
"LOC101927550","chr7:99000001-99500000"
"SMURF1","chr7:99000001-99500000"
"KPNA7","chr7:99000001-99500000"
"MYH16","chr7:99000001-99500000"
"ARPC1A","chr7:99000001-99500000"
"ARPC1B","chr7:99000001-99500000"
"PDAP1","chr7:99000001-99500000"
"BUD31","chr7:99000001-99500000"
"MIR12119","chr7:99000001-99500000"
"ATP5MF-PTCD1","chr7:99000001-99500000"
"PTCD1","chr7:99000001-99500000"
"CPSF4","chr7:99000001-99500000"
"ATP5MF","chr7:99000001-99500000"
"ZNF789","chr7:99000001-99500000"
"ZNF394","chr7:99000001-99500000"
"ZKSCAN5","chr7:99500001-100000000"
"FAM200A","chr7:99500001-100000000"
"ZNF655","chr7:99500001-100000000"
"TMEM225B","chr7:99500001-100000000"
"ZSCAN25","chr7:99500001-100000000"
"CYP3A5","chr7:99500001-100000000"
"CYP3A7-CYP3A51P","chr7:99500001-100000000"
"CYP3A7","chr7:99500001-100000000"
"CYP3A4","chr7:99500001-100000000"
"CYP3A43","chr7:99500001-100000000"
"OR2AE1","chr7:99500001-100000000"
"TRIM4","chr7:99500001-100000000"
"GJC3","chr7:99500001-100000000"
"AZGP1","chr7:99500001-100000000"
"AZGP1P1","chr7:99500001-100000000"
"LOC105375423","chr7:100000001-100500000"
"ZKSCAN1","chr7:100000001-100500000"
"ZSCAN21","chr7:100000001-100500000"
"ZNF3","chr7:100000001-100500000"
"COPS6","chr7:100000001-100500000"
"MCM7","chr7:100000001-100500000"
"MIR25","chr7:100000001-100500000"
"MIR93","chr7:100000001-100500000"
"MIR106B","chr7:100000001-100500000"
"AP4M1","chr7:100000001-100500000"
"TAF6","chr7:100000001-100500000"
"CNPY4","chr7:100000001-100500000"
"MBLAC1","chr7:100000001-100500000"
"LAMTOR4","chr7:100000001-100500000"
"MAP11","chr7:100000001-100500000"
"MIR4658","chr7:100000001-100500000"
"GAL3ST4","chr7:100000001-100500000"
"GPC2","chr7:100000001-100500000"
"STAG3","chr7:100000001-100500000"
"CASTOR3","chr7:100000001-100500000"
"PVRIG","chr7:100000001-100500000"
"SPDYE3","chr7:100000001-100500000"
"PMS2P1","chr7:100000001-100500000"
"STAG3L5P-PVRIG2P-PILRB","chr7:100000001-100500000"
"STAG3L5P","chr7:100000001-100500000"
"PVRIG2P","chr7:100000001-100500000"
"MIR6840","chr7:100000001-100500000"
"PILRB","chr7:100000001-100500000"
"PILRA","chr7:100000001-100500000"
"ZCWPW1","chr7:100000001-100500000"
"MEPCE","chr7:100000001-100500000"
"PPP1R35","chr7:100000001-100500000"
"C7orf61","chr7:100000001-100500000"
"TSC22D4","chr7:100000001-100500000"
"NYAP1","chr7:100000001-100500000"
"AGFG2","chr7:100500001-101000000"
"SAP25","chr7:100500001-101000000"
"LRCH4","chr7:100500001-101000000"
"ZASP","chr7:100500001-101000000"
"FBXO24","chr7:100500001-101000000"
"PCOLCE-AS1","chr7:100500001-101000000"
"PCOLCE","chr7:100500001-101000000"
"MOSPD3","chr7:100500001-101000000"
"TFR2","chr7:100500001-101000000"
"ACTL6B","chr7:100500001-101000000"
"LOC105375429","chr7:100500001-101000000"
"GNB2","chr7:100500001-101000000"
"GIGYF1","chr7:100500001-101000000"
"POP7","chr7:100500001-101000000"
"EPO","chr7:100500001-101000000"
"ZAN","chr7:100500001-101000000"
"EPHB4","chr7:100500001-101000000"
"SLC12A9","chr7:100500001-101000000"
"SLC12A9-AS1","chr7:100500001-101000000"
"TRIP6","chr7:100500001-101000000"
"MIR6875","chr7:100500001-101000000"
"SRRT","chr7:100500001-101000000"
"UFSP1","chr7:100500001-101000000"
"ACHE","chr7:100500001-101000000"
"MUC3A","chr7:100500001-101000000"
"MUC12","chr7:100500001-101000000"
"MUC12-AS1","chr7:101000001-101500000"
"MUC17","chr7:101000001-101500000"
"TRIM56","chr7:101000001-101500000"
"SERPINE1","chr7:101000001-101500000"
"AP1S1","chr7:101000001-101500000"
"MIR4653","chr7:101000001-101500000"
"VGF","chr7:101000001-101500000"
"NAT16","chr7:101000001-101500000"
"MOGAT3","chr7:101000001-101500000"
"PLOD3","chr7:101000001-101500000"
"ZNHIT1","chr7:101000001-101500000"
"CLDN15","chr7:101000001-101500000"
"FIS1","chr7:101000001-101500000"
"LNCPRESS1","chr7:101000001-101500000"
"EMSLR","chr7:101000001-101500000"
"IFT22","chr7:101000001-101500000"
"COL26A1","chr7:101000001-101500000"
"LINC01007","chr7:101500001-102000000"
"MYL10","chr7:101500001-102000000"
"CUX1","chr7:102000001-102500000"
"SH2B2","chr7:102000001-102500000"
"MIR4285","chr7:102000001-102500000"
"SPDYE6","chr7:102000001-102500000"
"LOC100630923","chr7:102000001-102500000"
"LOC100289561","chr7:102000001-102500000"
"PRKRIP1","chr7:102000001-102500000"
"MIR548O","chr7:102000001-102500000"
"ORAI2","chr7:102000001-102500000"
"ALKBH4","chr7:102000001-102500000"
"LRWD1","chr7:102000001-102500000"
"MIR5090","chr7:102000001-102500000"
"MIR4467","chr7:102000001-102500000"
"POLR2J","chr7:102000001-102500000"
"RASA4B","chr7:102000001-102500000"
"POLR2J3","chr7:102500001-103000000"
"UPK3BL2","chr7:102500001-103000000"
"SPDYE2B","chr7:102500001-103000000"
"RASA4","chr7:102500001-103000000"
"POLR2J2","chr7:102500001-103000000"
"UPK3BL1","chr7:102500001-103000000"
"RASA4DP","chr7:102500001-103000000"
"FAM185A","chr7:102500001-103000000"
"FBXL13","chr7:102500001-103000000"
"LRRC17","chr7:102500001-103000000"
"NFE4","chr7:102500001-103000000"
"ARMC10","chr7:103000001-103500000"
"NAPEPLD","chr7:103000001-103500000"
"RPL19P12","chr7:103000001-103500000"
"DPY19L2P2","chr7:103000001-103500000"
"PMPCB","chr7:103000001-103500000"
"DNAJC2","chr7:103000001-103500000"
"PSMC2","chr7:103000001-103500000"
"SLC26A5","chr7:103000001-103500000"
"LOC101927870","chr7:103000001-103500000"
"RELN","chr7:103500001-104000000"
"ORC5","chr7:104000001-104500000"
"LHFPL3","chr7:104500001-105000000"
"LHFPL3-AS1","chr7:104500001-105000000"
"LHFPL3-AS2","chr7:104500001-105000000"
"LINC01004","chr7:104500001-105000000"
"KMT2E-AS1","chr7:105000001-105500000"
"KMT2E","chr7:105000001-105500000"
"SRPK2","chr7:105000001-105500000"
"PUS7","chr7:105000001-105500000"
"RINT1","chr7:105500001-106000000"
"EFCAB10","chr7:105500001-106000000"
"ATXN7L1","chr7:105500001-106000000"
"CDHR3","chr7:105500001-106000000"
"SYPL1","chr7:106000001-106500000"
"NAMPT","chr7:106000001-106500000"
"CCDC71L","chr7:106500001-107000000"
"PIK3CG","chr7:106500001-107000000"
"PRKAR2B","chr7:107000001-107500000"
"HBP1","chr7:107000001-107500000"
"COG5","chr7:107000001-107500000"
"GPR22","chr7:107000001-107500000"
"DUS4L","chr7:107500001-108000000"
"DUS4L-BCAP29","chr7:107500001-108000000"
"BCAP29","chr7:107500001-108000000"
"SLC26A4-AS1","chr7:107500001-108000000"
"SLC26A4","chr7:107500001-108000000"
"LOC101927974","chr7:107500001-108000000"
"CBLL1","chr7:107500001-108000000"
"SLC26A3","chr7:107500001-108000000"
"DLD","chr7:107500001-108000000"
"LAMB1","chr7:107500001-108000000"
"LAMB4","chr7:108000001-108500000"
"NRCAM","chr7:108000001-108500000"
"PNPLA8","chr7:108000001-108500000"
"THAP5","chr7:108500001-109000000"
"DNAJB9","chr7:108500001-109000000"
"C7orf66","chr7:108500001-109000000"
"EIF3IP1","chr7:109500001-110000000"
"IMMP2L","chr7:111000001-111500000"
"LRRN3","chr7:111000001-111500000"
"DOCK4","chr7:111500001-112000000"
"DOCK4-AS1","chr7:111500001-112000000"
"ZNF277","chr7:112000001-112500000"
"IFRD1","chr7:112000001-112500000"
"LSMEM1","chr7:112000001-112500000"
"LOC100996249","chr7:112500001-113000000"
"LOC101928012","chr7:112500001-113000000"
"TMEM168","chr7:112500001-113000000"
"BMT2","chr7:112500001-113000000"
"HRAT17","chr7:112500001-113000000"
"GPR85","chr7:113000001-113500000"
"SMIM30","chr7:113000001-113500000"
"PPP1R3A","chr7:113500001-114000000"
"FOXP2","chr7:114000001-114500000"
"MIR3666","chr7:114500001-115000000"
"MDFIC","chr7:114500001-115000000"
"LINC01393","chr7:115000001-115500000"
"LINC01392","chr7:115000001-115500000"
"SNORA25B","chr7:115500001-116000000"
"TFEC","chr7:115500001-116000000"
"TES","chr7:116000001-116500000"
"LOC102724434","chr7:116000001-116500000"
"CAV2","chr7:116500001-117000000"
"CAV1","chr7:116500001-117000000"
"LINC01510","chr7:116500001-117000000"
"MET","chr7:116500001-117000000"
"CAPZA2","chr7:116500001-117000000"
"ST7-AS1","chr7:116500001-117000000"
"ST7","chr7:117000001-117500000"
"ST7-OT4","chr7:116500001-117000000"
"MIR6132","chr7:117000001-117500000"
"ST7-AS2","chr7:117000001-117500000"
"ST7-OT3","chr7:117000001-117500000"
"WNT2","chr7:117000001-117500000"
"ASZ1","chr7:117000001-117500000"
"CFTR","chr7:117500001-118000000"
"CFTR-AS1","chr7:117500001-118000000"
"CTTNBP2","chr7:117500001-118000000"
"LSM8","chr7:118000001-118500000"
"ANKRD7","chr7:118000001-118500000"
"LINC02476","chr7:119500001-120000000"
"KCND2","chr7:120500001-121000000"
"TSPAN12","chr7:120500001-121000000"
"ING3","chr7:120500001-121000000"
"CPED1","chr7:121000001-121500000"
"WNT16","chr7:121000001-121500000"
"FAM3C","chr7:121000001-121500000"
"PTPRZ1","chr7:121500001-122000000"
"AASS","chr7:122000001-122500000"
"FEZF1","chr7:122000001-122500000"
"FEZF1-AS1","chr7:122000001-122500000"
"CADPS2","chr7:122500001-123000000"
"RNF133","chr7:122500001-123000000"
"RNF148","chr7:122500001-123000000"
"TAS2R16","chr7:122500001-123000000"
"SLC13A1","chr7:123000001-123500000"
"IQUB","chr7:123000001-123500000"
"NDUFA5","chr7:123500001-124000000"
"ASB15","chr7:123500001-124000000"
"ASB15-AS1","chr7:123500001-124000000"
"LMOD2","chr7:123500001-124000000"
"WASL","chr7:123500001-124000000"
"HYAL6P","chr7:123500001-124000000"
"HYAL4","chr7:123500001-124000000"
"SPAM1","chr7:123500001-124000000"
"LOC105375483","chr7:124000001-124500000"
"TMEM229A","chr7:124000001-124500000"
"LOC101928211","chr7:124000001-124500000"
"GPR37","chr7:124500001-125000000"
"C7orf77","chr7:124500001-125000000"
"POT1","chr7:124500001-125000000"
"POT1-AS1","chr7:125000001-125500000"
"LOC101928283","chr7:125000001-125500000"
"LOC101928254","chr7:125000001-125500000"
"GRM8","chr7:126500001-127000000"
"MIR592","chr7:127000001-127500000"
"GRM8-AS1","chr7:127000001-127500000"
"ZNF800","chr7:127000001-127500000"
"LOC100506682","chr7:127000001-127500000"
"GCC1","chr7:127500001-128000000"
"ARF5","chr7:127500001-128000000"
"FSCN3","chr7:127500001-128000000"
"PAX4","chr7:127500001-128000000"
"SND1","chr7:127500001-128000000"
"SND1-IT1","chr7:127500001-128000000"
"LRRC4","chr7:128000001-128500000"
"MIR593","chr7:128000001-128500000"
"MIR129-1","chr7:128000001-128500000"
"LEP","chr7:128000001-128500000"
"RBM28","chr7:128000001-128500000"
"PRRT4","chr7:128000001-128500000"
"LOC107986845","chr7:128000001-128500000"
"IMPDH1","chr7:128000001-128500000"
"HILPDA","chr7:128000001-128500000"
"METTL2B","chr7:128000001-128500000"
"LINC01000","chr7:128500001-129000000"
"FAM71F2","chr7:128500001-129000000"
"FAM71F1","chr7:128500001-129000000"
"CALU","chr7:128500001-129000000"
"OPN1SW","chr7:128500001-129000000"
"CCDC136","chr7:128500001-129000000"
"FLNC","chr7:128500001-129000000"
"FLNC-AS1","chr7:128500001-129000000"
"ATP6V1F","chr7:128500001-129000000"
"ATP6V1FNB","chr7:128500001-129000000"
"KCP","chr7:128500001-129000000"
"IRF5","chr7:128500001-129000000"
"TNPO3","chr7:129000001-129500000"
"TPI1P2","chr7:129000001-129500000"
"LOC407835","chr7:129000001-129500000"
"TSPAN33","chr7:129000001-129500000"
"SMO","chr7:129000001-129500000"
"AHCYL2","chr7:129000001-129500000"
"STRIP2","chr7:129000001-129500000"
"SMKR1","chr7:129500001-130000000"
"NRF1","chr7:129500001-130000000"
"MIR182","chr7:129500001-130000000"
"MIR96","chr7:129500001-130000000"
"MIR183","chr7:129500001-130000000"
"UBE2H","chr7:129500001-130000000"
"ZC3HC1","chr7:130000001-130500000"
"KLHDC10","chr7:130000001-130500000"
"LOC100128325","chr7:130000001-130500000"
"TMEM209","chr7:130000001-130500000"
"SSMEM1","chr7:130000001-130500000"
"CPA2","chr7:130000001-130500000"
"CPA4","chr7:130000001-130500000"
"CPA5","chr7:130000001-130500000"
"LOC105375504","chr7:130000001-130500000"
"CPA1","chr7:130000001-130500000"
"CEP41","chr7:130000001-130500000"
"MEST","chr7:130000001-130500000"
"MESTIT1","chr7:130000001-130500000"
"MIR335","chr7:130000001-130500000"
"COPG2","chr7:130500001-131000000"
"COPG2IT1","chr7:130500001-131000000"
"TSGA13","chr7:130500001-131000000"
"KLF14","chr7:130500001-131000000"
"MIR29A","chr7:130500001-131000000"
"MIR29B1","chr7:130500001-131000000"
"LINC00513","chr7:130500001-131000000"
"LINC-PINT","chr7:131000001-131500000"
"MKLN1","chr7:131000001-131500000"
"MKLN1-AS","chr7:131000001-131500000"
"PODXL","chr7:131500001-132000000"
"LOC101928782","chr7:131500001-132000000"
"PLXNA4","chr7:132000001-132500000"
"LOC101928807","chr7:132000001-132500000"
"FLJ40288","chr7:132500001-133000000"
"LOC100506937","chr7:132500001-133000000"
"CHCHD3","chr7:132500001-133000000"
"MIR3654","chr7:133000001-133500000"
"LOC105375512","chr7:133000001-133500000"
"EXOC4","chr7:133500001-134000000"
"MIR6133","chr7:133000001-133500000"
"LOC101928861","chr7:133500001-134000000"
"LRGUK","chr7:134000001-134500000"
"SLC35B4","chr7:134000001-134500000"
"AKR1B1","chr7:134000001-134500000"
"AKR1B10","chr7:134500001-135000000"
"AKR1B15","chr7:134500001-135000000"
"BPGM","chr7:134500001-135000000"
"CALD1","chr7:134500001-135000000"
"AGBL3","chr7:135000001-135500000"
"CYREN","chr7:135000001-135500000"
"TMEM140","chr7:135000001-135500000"
"WDR91","chr7:135000001-135500000"
"MIR6509","chr7:135000001-135500000"
"STRA8","chr7:135000001-135500000"
"CNOT4","chr7:135000001-135500000"
"NUP205","chr7:135500001-136000000"
"STMP1","chr7:135500001-136000000"
"SLC13A4","chr7:135500001-136000000"
"FAM180A","chr7:135500001-136000000"
"LUZP6","chr7:135500001-136000000"
"CHRM2","chr7:136500001-137000000"
"LOC349160","chr7:137000001-137500000"
"MIR490","chr7:136500001-137000000"
"PTN","chr7:137000001-137500000"
"DGKI","chr7:137500001-138000000"
"CREB3L2","chr7:137500001-138000000"
"CREB3L2-AS1","chr7:137500001-138000000"
"AKR1D1","chr7:138000001-138500000"
"MIR4468","chr7:138000001-138500000"
"TRIM24","chr7:138500001-139000000"
"SVOPL","chr7:138500001-139000000"
"ATP6V0A4","chr7:138500001-139000000"
"TMEM213","chr7:138500001-139000000"
"KIAA1549","chr7:138500001-139000000"
"ZC3HAV1L","chr7:139000001-139500000"
"ZC3HAV1","chr7:139000001-139500000"
"MIR10399","chr7:139000001-139500000"
"TTC26","chr7:139000001-139500000"
"UBN2","chr7:139000001-139500000"
"LUC7L2","chr7:139000001-139500000"
"FMC1","chr7:139000001-139500000"
"FMC1-LUC7L2","chr7:139000001-139500000"
"LOC100129148","chr7:139000001-139500000"
"KLRG2","chr7:139000001-139500000"
"CLEC2L","chr7:139500001-140000000"
"HIPK2","chr7:139500001-140000000"
"TBXAS1","chr7:139500001-140000000"
"PARP12","chr7:140000001-140500000"
"KDM7A","chr7:140000001-140500000"
"KDM7A-DT","chr7:140000001-140500000"
"SLC37A3","chr7:140000001-140500000"
"RAB19","chr7:140000001-140500000"
"MKRN1","chr7:140000001-140500000"
"DENND2A","chr7:140500001-141000000"
"ADCK2","chr7:140500001-141000000"
"NDUFB2-AS1","chr7:140500001-141000000"
"NDUFB2","chr7:140500001-141000000"
"BRAF","chr7:140500001-141000000"
"MRPS33","chr7:141000001-141500000"
"TMEM178B","chr7:141000001-141500000"
"AGK","chr7:141500001-142000000"
"DENND11","chr7:141500001-142000000"
"WEE2-AS1","chr7:141500001-142000000"
"WEE2","chr7:141500001-142000000"
"SSBP1","chr7:141500001-142000000"
"TAS2R3","chr7:141500001-142000000"
"TAS2R4","chr7:141500001-142000000"
"TAS2R5","chr7:141500001-142000000"
"PRSS37","chr7:141500001-142000000"
"OR9A4","chr7:141500001-142000000"
"CLEC5A","chr7:141500001-142000000"
"TAS2R38","chr7:141500001-142000000"
"MGAM","chr7:142000001-142500000"
"MGAM2","chr7:142000001-142500000"
"MOXD2P","chr7:142000001-142500000"
"PRSS58","chr7:142000001-142500000"
"TRY2P","chr7:142000001-142500000"
"MIR11400","chr7:142000001-142500000"
"MTRNR2L6","chr7:142500001-143000000"
"PRSS1","chr7:142500001-143000000"
"PRSS2","chr7:142500001-143000000"
"EPHB6","chr7:142500001-143000000"
"TRPV6","chr7:142500001-143000000"
"TRPV5","chr7:142500001-143000000"
"LLCFC1","chr7:142500001-143000000"
"KEL","chr7:142500001-143000000"
"OR9A2","chr7:143000001-143500000"
"OR6V1","chr7:143000001-143500000"
"OR6W1P","chr7:143000001-143500000"
"PIP","chr7:143000001-143500000"
"TAS2R39","chr7:143000001-143500000"
"TAS2R40","chr7:143000001-143500000"
"LOC105375545","chr7:143000001-143500000"
"GSTK1","chr7:143000001-143500000"
"TMEM139","chr7:143000001-143500000"
"CASP2","chr7:143000001-143500000"
"CLCN1","chr7:143000001-143500000"
"FAM131B","chr7:143000001-143500000"
"LOC100507507","chr7:143000001-143500000"
"ZYX","chr7:143000001-143500000"
"MIR6892","chr7:143000001-143500000"
"EPHA1","chr7:143000001-143500000"
"EPHA1-AS1","chr7:143000001-143500000"
"TAS2R60","chr7:143000001-143500000"
"TAS2R41","chr7:143000001-143500000"
"OR10AC1","chr7:143500001-144000000"
"CTAGE15","chr7:143500001-144000000"
"CTAGE6","chr7:143500001-144000000"
"TCAF2P1","chr7:143500001-144000000"
"LOC154761","chr7:143500001-144000000"
"TCAF1","chr7:143500001-144000000"
"OR2F2","chr7:143500001-144000000"
"OR2F1","chr7:143500001-144000000"
"OR6B1","chr7:144000001-144500000"
"OR2A5","chr7:144000001-144500000"
"OR2A25","chr7:144000001-144500000"
"OR2A12","chr7:144000001-144500000"
"OR2A2","chr7:144000001-144500000"
"OR2A14","chr7:144000001-144500000"
"CTAGE8","chr7:144000001-144500000"
"CTAGE4","chr7:144000001-144500000"
"ARHGEF35","chr7:144000001-144500000"
"OR2A1","chr7:144000001-144500000"
"OR2A1-AS1","chr7:144000001-144500000"
"OR2A9P","chr7:144000001-144500000"
"OR2A20P","chr7:144000001-144500000"
"ARHGEF35-AS1","chr7:144000001-144500000"
"OR2A7","chr7:144000001-144500000"
"ARHGEF34P","chr7:144000001-144500000"
"OR2A42","chr7:144000001-144500000"
"ARHGEF5","chr7:144000001-144500000"
"NOBOX","chr7:144000001-144500000"
"TPK1","chr7:144500001-145000000"
"CNTNAP2-AS1","chr7:147000001-147500000"
"MIR548F4","chr7:147000001-147500000"
"LOC105375556","chr7:147500001-148000000"
"C7orf33","chr7:148500001-149000000"
"CUL1","chr7:148500001-149000000"
"EZH2","chr7:148500001-149000000"
"RNY5","chr7:148500001-149000000"
"RNY4","chr7:148500001-149000000"
"RNY3","chr7:148500001-149000000"
"RNY1","chr7:148500001-149000000"
"GHET1","chr7:148500001-149000000"
"PDIA4","chr7:149000001-149500000"
"ZNF786","chr7:149000001-149500000"
"ZNF425","chr7:149000001-149500000"
"ZNF398","chr7:149000001-149500000"
"ZNF282","chr7:149000001-149500000"
"ZNF212","chr7:149000001-149500000"
"ZNF783","chr7:149000001-149500000"
"LOC155060","chr7:149000001-149500000"
"ZNF777","chr7:149000001-149500000"
"ZNF746","chr7:149000001-149500000"
"ZNF767P","chr7:149500001-150000000"
"KRBA1","chr7:149500001-150000000"
"ZNF467","chr7:149500001-150000000"
"SSPO","chr7:149500001-150000000"
"ZNF862","chr7:149500001-150000000"
"ATP6V0E2-AS1","chr7:149500001-150000000"
"ATP6V0E2","chr7:149500001-150000000"
"ACTR3C","chr7:150000001-150500000"
"LOC100134040","chr7:150000001-150500000"
"LRRC61","chr7:150000001-150500000"
"ZBED6CL","chr7:150000001-150500000"
"RARRES2","chr7:150000001-150500000"
"REPIN1","chr7:150000001-150500000"
"ZNF775","chr7:150000001-150500000"
"LOC728743","chr7:150000001-150500000"
"LINC00996","chr7:150000001-150500000"
"GIMAP8","chr7:150000001-150500000"
"GIMAP7","chr7:150500001-151000000"
"GIMAP4","chr7:150500001-151000000"
"GIMAP6","chr7:150500001-151000000"
"GIMAP2","chr7:150500001-151000000"
"GIMAP1-GIMAP5","chr7:150500001-151000000"
"GIMAP1","chr7:150500001-151000000"
"GIMAP5","chr7:150500001-151000000"
"TMEM176B","chr7:150500001-151000000"
"TMEM176A","chr7:150500001-151000000"
"AOC1","chr7:150500001-151000000"
"KCNH2","chr7:150500001-151000000"
"NOS3","chr7:151000001-151500000"
"ATG9B","chr7:151000001-151500000"
"ABCB8","chr7:151000001-151500000"
"ASIC3","chr7:151000001-151500000"
"CDK5","chr7:151000001-151500000"
"SLC4A2","chr7:151000001-151500000"
"FASTK","chr7:151000001-151500000"
"TMUB1","chr7:151000001-151500000"
"AGAP3","chr7:151000001-151500000"
"GBX1","chr7:151000001-151500000"
"ASB10","chr7:151000001-151500000"
"IQCA1L","chr7:151000001-151500000"
"H2BE1","chr7:151000001-151500000"
"LOC114483834","chr7:151000001-151500000"
"ABCF2","chr7:151000001-151500000"
"CHPF2","chr7:151000001-151500000"
"MIR671","chr7:151000001-151500000"
"SMARCD3","chr7:151000001-151500000"
"NUB1","chr7:151000001-151500000"
"WDR86","chr7:151000001-151500000"
"WDR86-AS1","chr7:151000001-151500000"
"CRYGN","chr7:151000001-151500000"
"MIR3907","chr7:151000001-151500000"
"RHEB","chr7:151000001-151500000"
"PRKAG2","chr7:151500001-152000000"
"LOC644090","chr7:151500001-152000000"
"PRKAG2-AS1","chr7:151500001-152000000"
"GALNTL5","chr7:151500001-152000000"
"GALNT11","chr7:152000001-152500000"
"KMT2C","chr7:152000001-152500000"
"FABP5P3","chr7:152000001-152500000"
"LINC01003","chr7:152000001-152500000"
"XRCC2","chr7:152500001-153000000"
"ACTR3B","chr7:152500001-153000000"
"LINC01287","chr7:153000001-153500000"
"LOC101929998","chr7:154000001-154500000"
"PAXIP1-AS2","chr7:154500001-155000000"
"PAXIP1","chr7:154500001-155000000"
"PAXIP1-AS1","chr7:155000001-155500000"
"HTR5A-AS1","chr7:155000001-155500000"
"HTR5A","chr7:155000001-155500000"
"INSIG1","chr7:155000001-155500000"
"BLACE","chr7:155000001-155500000"
"LOC100286906","chr7:155000001-155500000"
"EN2","chr7:155000001-155500000"
"CNPY1","chr7:155500001-156000000"
"LOC100506302","chr7:155500001-156000000"
"RBM33","chr7:155500001-156000000"
"SHH","chr7:155500001-156000000"
"LOC389602","chr7:155500001-156000000"
"LOC285889","chr7:156000001-156500000"
"LINC01006","chr7:156500001-157000000"
"LINC00244","chr7:156500001-157000000"
"RNF32","chr7:156500001-157000000"
"LMBR1","chr7:156500001-157000000"
"NOM1","chr7:156500001-157000000"
"MNX1","chr7:157000001-157500000"
"MNX1-AS2","chr7:157000001-157500000"
"MNX1-AS1","chr7:157000001-157500000"
"UBE3C","chr7:157000001-157500000"
"DNAJB6","chr7:157000001-157500000"
"LOC101927914","chr7:157000001-157500000"
"MIR153-2","chr7:157500001-158000000"
"LOC100506585","chr7:157500001-158000000"
"MIR595","chr7:158500001-159000000"
"LINC01022","chr7:158500001-159000000"
"MIR5707","chr7:158500001-159000000"
"NCAPG2","chr7:158500001-159000000"
"ESYT2","chr7:158500001-159000000"
"WDR60","chr7:158500001-159000000"
"LINC00689","chr7:159000001-159345973"
"VIPR2","chr7:159000001-159345973"
